Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
6.757941117617938e-08,0.041572359999999996,8.440849636763056e-07,1.6725934511858266e-11,3.8183142255438703e-07,3.8427328054697324e-55,1.8207410779998398e-07,0.938,1.153000991373309e-26,0.003562171160531404,2.491223740507994e-13,7.615193479006453e-09,5.117684695669293e-05,0.0,0.0,0.020986578455947456,0.008218747004672152,0.04999994538350827,1.5103844306364588e-24,5.648014110824997e-48,0.0019479790511045757,8.912782600073735e-56
6.782008025898226e-08,0.041572359999999996,8.467199057053947e-07,1.6826160223925694e-11,3.829849456262673e-07,3.952732404322022e-55,1.8131893528902785e-07,0.938,1.1714180852963702e-26,0.003572027948788694,2.5160310643996945e-13,7.64185773007603e-09,5.115274042198828e-05,0.0,0.0,0.02097674271416531,0.008213817756296836,0.049999945911814295,1.5449182619133051e-24,5.757371312292503e-48,0.0019480005225945445,9.197539811934679e-56
6.806074934178515e-08,0.041572359999999996,8.493572333110963e-07,1.6926838186883575e-11,3.8413719403594367e-07,4.065525643828828e-55,1.8056851188454754e-07,0.938,1.190069700027167e-26,0.003581869600250454,2.5410222337871693e-13,7.668411218936298e-09,5.112867059208664e-05,0.0,0.0,0.02096692206672418,0.00820889607693762,0.04999994644026907,1.5801424057299022e-24,5.868472500646353e-48,0.0019480219549936634,9.490435432103046e-56
6.830141842458803e-08,0.041572359999999996,8.519968658149666e-07,1.702796970900302e-11,3.852881694659383e-07,4.1811749733762795e-55,1.7982281513887304e-07,0.938,1.2089581310952588e-26,0.003591696153527395,2.566198275486055e-13,7.694853226098678e-09,5.1104637429466e-05,0.0,0.0,0.020957116475153015,0.008203981947303879,0.04999994696884218,1.616068880736626e-24,5.981339851177766e-48,0.001948043348420131,9.791675841993677e-56
6.854208750739091e-08,0.041572359999999996,8.546387231105754e-07,1.7129556086020698e-11,3.86437873595349e-07,4.299744062085508e-55,1.7908182236480526e-07,0.938,1.2280856907355908e-26,0.0036015076470923366,2.5915602200823273e-13,7.721183054748379e-09,5.108064089438456e-05,0.0,0.0,0.02094732590112055,0.00819907534817374,0.04999994749750357,1.6527098876819886e-24,6.095995755962951e-48,0.0019480647029937943,1.0101472030097461e-55
6.87827565901938e-08,0.041572359999999996,8.57282725671157e-07,1.7231598601128504e-11,3.8758630809986e-07,4.42129781946139e-55,1.7834551064626885e-07,0.938,1.2474547079725406e-26,0.0036113041192808487,2.61710910191735e-13,7.747400030667311e-09,5.105668094497585e-05,0.0,0.0,0.020937550306434533,0.008194176260393734,0.049999948026223574,1.690077811798243e-24,6.212462825438936e-48,0.0019480860188360446,1.042003968184948e-55
6.902342567299668e-08,0.041572359999999996,8.599287945569446e-07,1.7334098524965442e-11,3.887334746517527e-07,4.545902416339489e-55,1.7761385684878945e-07,0.938,1.2670675287040296e-26,0.0036210856082918717,2.6428459590727536e-13,7.773503502147127e-09,5.10327575373405e-05,0.0,0.0,0.020927789653040957,0.008189284664878503,0.04999994855497299,1.7281852252129416e-24,6.330763889987371e-48,0.0019481072960697212,1.0747599271016599e-55
6.926409475579956e-08,0.041572359999999996,8.625768514221938e-07,1.743705711561169e-11,3.89879374919917e-07,4.673625306134711e-55,1.7688683762979597e-07,0.938,1.286926515785691e-26,0.003630852152188349,2.6687718333551575e-13,7.799492839892654e-09,5.100887062563447e-05,0.0,0.0,0.020918043903023383,0.008184400542610482,0.04999994908372294,1.7670448893866554e-24,6.450922001526195e-48,0.0019481285348190104,1.108437615262654e-55
6.950476383860244e-08,0.041572359999999996,8.6522681852189e-07,1.7540475618584834e-11,3.910240105698617e-07,4.804535246395225e-55,1.761644294487467e-07,0.938,1.307034049115095e-26,0.0036406037888978477,2.6948877702807167e-13,7.825367436916025e-09,5.098502016215398e-05,0.0,0.0,0.02090831301860217,0.008179523874639596,0.04999994961244498,1.8066697575770418e-24,6.572960435109253e-48,0.0019481497352093616,1.143060065746047e-55
6.974543292140532e-08,0.041572359999999996,8.678786187181497e-07,1.7644355266838252e-11,3.9216738326372533e-07,4.938702320665214e-55,1.754466085770785e-07,0.938,1.3273925257160246e-26,0.003650340556213177,2.721194819059522e-13,7.851126708421782e-09,5.096120609741739e-05,0.0,0.0,0.020898596962133777,0.008174654642082935,0.04999995014111099,1.8470729773294907e-24,6.696902690533841e-48,0.0019481708973673915,1.178650818813166e-55
6.998610200420821e-08,0.041572359999999996,8.705321754863174e-07,1.7748697280761554e-11,3.933094946602871e-07,5.0761979606600275e-55,1.747333511079782e-07,0.938,1.3480043598228023e-26,0.0036600624917930012,2.74769403257984e-13,7.876770091683178e-09,5.0937428380243954e-05,0.0,0.0,0.020888895696110056,0.008169792826124461,0.04999995066969334,1.888267892994526e-24,6.822772493956178e-48,0.0019481920214208046,1.2152339316772846e-55
7.022677108701109e-08,0.041572359999999996,8.731874129207551e-07,1.7853502868183142e-11,3.94450346414977e-07,5.2170949687574064e-55,1.7402463296597685e-07,0.938,1.368871982964654e-26,0.003669769633162457,2.7743864673921975e-13,7.902297045910055e-09,5.091368695782959e-05,0.0,0.0,0.020879209183157537,0.008164938408014693,0.0499999511981647,1.930268048272195e-24,6.950593799514801e-48,0.00194821310749831,1.2528339884355256e-55
