Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38),N2X(46)
2.449355826372569e-10,0.05842168493353951,4.5271490444852664e-07,0.938,0.0,0.0,0.03921863097505828,0.009999005089871418,0.049998603866368146,8.188246089179363e-37,9.213983022223666e-44,0.0019996937775767346,4.44364499630112e-54,2.083315699601425e-52,1.156748216372291e-06,5.566723287405257e-29,2.144067224310713e-06,2.356306103460128e-17,8.513844840438825e-08,2.471397098494243e-07,5.9082586354085673e-08,1.2703900907542391e-13,1.5605941553041338e-55,2.2576426740555293e-39,1.9805074586769484e-31,1.4976316518963102e-13,9.61150078415974e-15,3.0309093220620536e-35
2.463640053623737e-10,0.05842168493353951,4.556785506306993e-07,0.938,0.0,0.0,0.03921861330885666,0.00999899928852086,0.04999860237584396,8.584432986672394e-37,9.537446031036833e-44,0.001999692168246736,4.686690978045091e-54,2.159392693598142e-52,1.156873270856732e-06,5.684263311499255e-29,2.1569699630503636e-06,2.397960419215183e-17,8.520388047595574e-08,2.484508964263128e-07,5.9380728289060985e-08,1.285260689441776e-13,1.635768448214458e-55,2.3238172827060254e-39,2.0631570905844125e-31,1.526475884207616e-13,9.748609142276483e-15,3.164012798706532e-35
2.4779242808749044e-10,0.05842168493353951,4.5864274193487357e-07,0.938,0.0,0.0,0.039218595648539814,0.00999899348717889,0.04999860088981017,8.99731508971214e-37,9.870000704992453e-44,0.001999690560839062,4.941289748851441e-54,2.2376912247138606e-52,1.1569942094078427e-06,5.803415874739577e-29,2.1698740894013213e-06,2.440102284897918e-17,8.526753331142738e-08,2.4976064583977196e-07,5.967838505396227e-08,1.3002162737935546e-13,1.7140240020957805e-55,2.3914269376360665e-39,2.1487457450037274e-31,1.5556978706935547e-13,9.886690971434044e-15,3.302110789436651e-35
2.492208508126072e-10,0.05842168493353951,4.6160745364482886e-07,0.938,0.0,0.0,0.039218577993994946,0.009998987685845513,0.049998599408131346,9.427492623015696e-37,1.0211836167851727e-43,0.001999688955351614,5.207906918824493e-54,2.318259271728572e-52,1.1571111669018842e-06,5.92418997840725e-29,2.1827795763542513e-06,2.4827345031864506e-17,8.532943443272808e-08,2.510689584000639e-07,5.997555843677385e-08,1.3152568076111851e-13,1.795464701139723e-55,2.4604909943341974e-39,2.2373599665303276e-31,1.5853001368635066e-13,1.0025744537092347e-14,3.44535897999523e-35
2.5064927353772395e-10,0.05842168493353951,4.645726614413969e-07,0.938,0.0,0.0,0.03921856034511332,0.009998981884520725,0.049998597930676555,9.875583706476393e-37,1.0563143983888927e-43,0.0019996873517822956,5.487023441300919e-54,2.4011454573757118e-52,1.1572242737954012e-06,6.046594575069527e-29,2.19568639729227e-06,2.5258598758588297e-17,8.538961097592027e-08,2.5237583441912764e-07,6.027225022336007e-08,1.3303822547116773e-13,1.880197160869695e-55,2.531028882813964e-39,2.3290883234395792e-31,1.6152852063571375e-13,1.0165768087804729e-14,3.5939169242774624e-35
2.520776962628407e-10,0.05842168493353951,4.675383413967651e-07,0.938,0.0,0.0,0.03921854270179005,0.00999897608320452,0.049998596457319064,1.0342224779559913e-36,1.0924118166558988e-43,0.0019996857501290086,5.779136002645266e-54,2.486399050795436e-52,1.1573336562700574e-06,6.17063856906783e-29,2.208594525985713e-06,2.5694812037933877e-17,8.544808969621684e-08,2.5368127421081887e-07,6.056846219722345e-08,1.3455925789300214e-13,1.968330779043299e-55,2.6030601064495736e-39,2.424021442808374e-31,1.6456556009146227e-13,1.0306759855831618e-14,3.747948115996463e-35
2.5350611898795747e-10,0.05842168493353951,4.705044699688533e-07,0.938,0.0,0.0,0.039218525063924,0.009998970281896901,0.049998594987936316,1.0828071033187019e-36,1.129495518702751e-43,0.0019996841503896563,6.084757418878155e-54,2.574069969949468e-52,1.15743943637271e-06,6.296330817011621e-29,2.2215039365869685e-06,2.6136012869691563e-17,8.550489697293435e-08,2.549852780911408e-07,6.086419613927063e-08,1.3608877441216868e-13,2.0599777870970816e-55,2.6766042408276116e-39,2.522252046035008e-31,1.676413840347733e-13,1.0448718057742467e-14,3.9076200612217727e-35
2.549345417130742e-10,0.05842168493353951,4.734710239957662e-07,0.938,0.0,0.0,0.03921850743141765,0.009998964480597866,0.04999859352240974,1.133379684918883e-36,1.1675853982565138e-43,0.0019996825525621423,6.404417039198783e-54,2.664208783998064e-52,1.157541732150907e-06,6.423680128277838e-29,2.2344146036253702e-06,2.658222924466379e-17,8.556005881438751e-08,2.5628784637846824e-07,6.115945382758507e-08,1.376267714165043e-13,2.155253302134391e-55,2.751680932614928e-39,2.623874984759389e-31,1.7075624425117676e-13,1.0591640895006031e-14,4.073104351795716e-35
2.56362964438191e-10,0.05842168493353951,4.7643798069031923e-07,0.938,0.0,0.0,0.039218489804176984,0.009998958679307413,0.04999859206062459,1.1860096247421467e-36,1.2067015964808418e-43,0.0019996809566443707,6.738661156463558e-54,2.7568667156396388e-52,1.1576406577839365e-06,6.552695265515385e-29,2.2473265020021547e-06,2.7033489144670906e-17,8.561360086272514e-08,2.575889793937649e-07,6.145423703720722e-08,1.3917324529637034e-13,2.2542753794578003e-55,2.8283098984427455e-39,2.728987277185693e-31,1.7391039232783163e-13,1.0735526554569202e-14,4.2445767396326233e-35
2.5779138716330774e-10,0.05842168493353951,4.794053176346364e-07,0.938,0.0,0.0,0.03921847218211134,0.00999895287802554,0.04999859060246989,1.240768334062782e-36,1.2468645027889098e-43,0.001999679362634246,7.088053424683299e-54,2.8520956434135854e-52,1.1577363237095863e-06,6.683384945154278e-29,2.26023960698548e-06,2.7489820542557758e-17,8.566554839870842e-08,2.5888867746079103e-07,6.174854753992156e-08,1.4072819244487885e-13,2.357165065647914e-55,2.90651092380706e-39,2.837688144809562e-31,1.7710407965088328e-13,1.0880373209424535e-14,4.4222172119059225e-35
2.592198098884245e-10,0.05842168493353951,4.823730127748206e-07,0.938,0.0,0.0,0.03921845456513326,0.009998947076752245,0.04999858914783828,1.2977292797134493e-36,1.2880947556433899e-43,0.001999677770529672,7.45317528360113e-54,2.9499481039668256e-52,1.1578288367467465e-06,6.815757837919075e-29,2.2731538942055037e-06,2.7951251402201e-17,8.571592634643227e-08,2.60186940906307e-07,6.204238710405024e-08,1.4229160925811183e-13,2.4640464521899544e-55,2.9863038619853835e-39,2.950079049551979e-31,1.8033755740290158e-13,1.1026179019166571e-14,4.606210067128132e-35
2.6064823261354125e-10,0.05842168493353951,4.853410444156949e-07,0.938,0.0,0.0,0.03921843695315851,0.009998941275487526,0.049998587696625865,1.3569680311472379e-36,1.3304132433436824e-43,0.001999676180328555,7.834626390413216e-54,3.0504772942846507e-52,1.1579183002139991e-06,6.949822569346102e-29,2.2860693396495246e-06,2.8417809678517125e-17,8.576475927798991e-08,2.6148377006026735e-07,6.23357574942537e-08,1.438634921353327e-13,2.575046729649315e-55,3.06770863296986e-39,3.066263731301901e-31,1.8361107656039638e-13,1.117294213053718e-14,4.796743992128753e-35
2.62076655338658e-10,0.05842168493353951,4.883093912156132e-07,0.938,0.0,0.0,0.039218419346105836,0.009998935474231382,0.04999858624873218,1.41856230830096e-36,1.3738411048005998e-43,0.0019996745920288013,8.233025058694298e-54,3.1537370738863703e-52,1.158004814044315e-06,7.085587720304194e-29,2.2989859196571834e-06,2.8889523317471127e-17,8.581207141808186e-08,2.6277916525600995e-07,6.26286604713375e-08,1.454438374791909e-13,2.6902962423974512e-55,3.150745222416785e-39,3.1863482458697495e-31,1.8692488789141056e-13,1.1320660677959993e-14,4.994012139934999e-35
2.6350507806377476e-10,0.05842168493353951,4.912780321813408e-07,0.938,0.0,0.0,0.0392184017438969,0.009998929672983815,0.04999858480405996,1.4825920302686086e-36,1.4183997302987102e-43,0.0019996730056283172,8.649008704589922e-54,3.259781966986349e-52,1.158088474895999e-06,7.22306182751847e-29,2.3119036109157176e-06,2.936642025608589e-17,8.585788664856956e-08,2.6407312683043737e-07,6.292109779206569e-08,1.470326416959195e-13,2.8099285438896876e-55,3.235433680612546e-39,3.3104410033538424e-31,1.902792419531885e-13,1.1469332784064129e-14,5.19821220856036e-35
2.649335007888915e-10,0.05842168493353951,4.942469466630037e-07,0.938,0.0,0.0,0.03921838414645619,0.009998923871744819,0.0499985833625152,1.5491393647939547e-36,1.464110762246539e-43,0.0019996714211250087,9.083234300337474e-54,3.368667164620941e-52,1.1581693762599937e-06,7.362253384096847e-29,2.3248223904552805e-06,2.984852842245216e-17,8.590222851297413e-08,2.6536565512419146e-07,6.321307120898038e-08,1.4862990119552553e-13,2.934080452496426e-55,3.321794121455982e-39,3.4386528069218694e-31,1.9367438908991829e-13,1.1618956560197345e-14,5.409546520705958e-35
2.663619235140083e-10,0.05842168493353951,4.972161143491041e-07,0.938,0.0,0.0,0.03921836655371092,0.009998918070514394,0.04999858192400686,1.61828877859132e-36,1.5109960959148415e-43,0.0019996698385167833,9.536378835178033e-54,3.480448526741905e-52,1.1582476085636728e-06,7.503170840058902e-29,2.337742235644315e-06,3.033587573573912e-17,8.594512022092142e-08,2.666567504818238e-07,6.350458247022731e-08,1.5023561239197396e-13,3.062892107889161e-55,3.4098467214571513e-39,3.5710968920094876e-31,1.9711057943054653e-13,1.1769530106928738e-14,5.628222104379679e-35
2.6779034623912504e-10,0.05842168493353951,5.001855152616049e-07,0.938,0.0,0.0,0.03921834896559095,0.009998912269292538,0.04999858048844688,1.6901270885035916e-36,1.559077880163131e-43,0.00199966825780155,1.0009139783721177e-53,3.595182584276807e-52,1.158323259271228e-06,7.645822602866734e-29,2.3506631241849885e-06,3.0828490106205614e-17,8.598658465253323e-08,2.679464132519565e-07,6.379563331938747e-08,1.518497717033649e-13,3.19650702798274e-55,3.4996117187525154e-39,3.7078889659381455e-31,2.005880628866645e-13,1.192105151454118e-14,5.854450774438024e-35
2.692187689642418e-10,0.05842168493353951,5.031551297510768e-07,0.938,0.0,0.0,0.03921833138202862,0.00999890646807925,0.049998579055750114,1.7647435135065977e-36,1.6083785181546874e-43,0.001999666678977215,1.0502235581824684e-53,3.712926541156984e-52,1.1583964129807696e-06,7.790217037957511e-29,2.363585034108674e-06,3.132639943521192e-17,8.602664436276572e-08,2.6923464378744036e-07,6.408622549531447e-08,1.534723755521043e-13,3.335072166435376e-55,3.591109412136478e-39,3.8491472479542085e-31,2.04107089150464e-13,1.2073518863513596e-14,6.088449215055678e-35
2.7064719168935855e-10,0.05842168493353951,5.061249384919144e-07,0.938,0.0,0.0,0.03921831380295878,0.00999890066687453,0.04999857762583413,1.8422297275690175e-36,1.6589206680602216e-43,0.0019996651020416883,1.1016406110051215e-53,3.833738276313601e-52,1.1584671515182437e-06,7.936362469277366e-29,2.376507943771503e-06,3.182963161523199e-17,8.606532158569553e-08,2.705214424455044e-07,6.437636073197766e-08,1.5510342036506845e-13,3.4787379707079575e-55,3.684360160109282e-39,3.994992509691476e-31,2.0766790769276153e-13,1.2226930224993241e-14,6.330439063127682e-35
2.720756144144753e-10,0.05842168493353951,5.090949224776145e-07,0.938,0.0,0.0,0.03921829622831858,0.009998894865678377,0.04999857619861919,1.922679913377011e-36,1.7107272437504229e-43,0.00199966352699288,1.1552413184763993e-53,3.957676345642341e-52,1.158535554028274e-06,8.084267179816291e-29,2.389431831849956e-06,3.233821452986639e-17,8.610263823875395e-08,2.7180680958790166e-07,6.46660407583108e-08,1.5674290257376236e-13,3.627658440684145e-55,3.7793843799411874e-39,4.145548116059166e-31,2.1127076776108966e-13,1.2381283661258136e-14,6.580646992609232e-35
2.7350403713959206e-10,0.05842168493353951,5.120650630161175e-07,0.938,0.0,0.0,0.03921827865804751,0.009998889064490788,0.04999857477402816,2.0061908169328627e-36,1.7638214154775636e-43,0.001999661953828698,1.211104105692355e-53,4.084799983937275e-52,1.1586016970620226e-06,8.233939412143814e-29,2.402356677336524e-06,3.2852176053855544e-17,8.613861592691004e-08,2.7309074558104763e-07,6.495526729806613e-08,1.5839081861447194e-13,3.781991187852784e-55,3.876202546752901e-39,4.3009400665574715e-31,2.1491591837785384e-13,1.2536577226169778e-14,6.839304799797996e-35
2.749324598647088e-10,0.05842168493353951,5.150353417252126e-07,0.938,0.0,0.0,0.039218261092087175,0.009998883263311761,0.04999857335198639,2.092861803036905e-36,1.81822661054638e-43,0.0019996603825470547,1.2693096918647628e-53,4.2151691067944414e-52,1.1586656546621766e-06,8.385387368945038e-29,2.415282459535412e-06,3.3371544053093665e-17,8.617327594680296e-08,2.743732507961548e-07,6.524404206967372e-08,1.6004716492841024e-13,3.9418974950541545e-55,3.974835192612195e-39,4.461297037022722e-31,2.186036083385541e-13,1.269280896561628e-14,7.106649489563911e-35
2.763608825898256e-10,0.05842168493353951,5.180057405280058e-07,0.938,0.0,0.0,0.03921824353038137,0.009998877462141295,0.04999857193242167,2.1827949116620956e-36,1.8739665139744176e-43,0.0019996588131458606,1.3299411417596273e-53,4.348844312485687e-52,1.1587274984451465e-06,8.538619213556865e-29,2.4282091580583003e-06,3.3896346384643024e-17,8.620663929082426e-08,2.756543256093605e-07,6.55323667861062e-08,1.6171193796185823e-13,4.1075423767916594e-55,4.075302905646634e-39,4.626750421804279e-31,2.2233408621006937e-13,1.2849976917946083e-14,7.382923362531373e-35
2.7778930531494233e-10,0.05842168493353951,5.209762416484473e-07,0.938,0.0,0.0,0.0392182259728759,0.009998871660979394,0.049998570515264115,2.2760949152306423e-36,1.9310650691420324e-43,0.001999657245623025,1.3930839179244322e-53,4.485886883803295e-52,1.158787297680573e-06,8.693643070504076e-29,2.4411367528201622e-06,3.44266108967487e-17,8.623872665115035e-08,2.7693397040185e-07,6.582024315474822e-08,1.6338513416629948e-13,4.279094640110475e-55,4.1776263291723524e-39,4.797434376375216e-31,2.2610760032900413e-13,1.300807911439238e-14,7.668374103218808e-35
2.792177280400591e-10,0.05842168493353951,5.239468276069198e-07,0.938,0.0,0.0,0.03921820841951854,0.009998865859826046,0.04999856910044614,2.372869376802106e-36,1.98954647843226e-43,0.0019996556799764618,1.458825933710325e-53,4.626358789875913e-52,1.1588451193682257e-06,8.850467026034978e-29,2.454065224035127e-06,3.4962365428853826e-17,8.626955842372646e-08,2.782121855599742e-07,6.610767287727138e-08,1.6506674999854987e-13,4.456726946044802e-55,4.281826160838778e-39,4.97348586037886e-31,2.299243988000951e-13,1.3167113579488376e-14,7.963254869140463e-35
2.8064615076517585e-10,0.05842168493353951,5.269174812158885e-07,0.938,0.0,0.0,0.03921819087025899,0.009998860058681261,0.049998567687902305,2.4732287091824778e-36,2.049435203860726e-43,0.0019996541162040837,1.5272576070954673e-53,4.770322687956352e-52,1.1589010283123853e-06,9.009099128656437e-29,2.4669945522123986e-06,3.550363781161514e-17,8.629915471220141e-08,2.794889714753637e-07,6.639465764951337e-08,1.667567819208813e-13,4.640615871635269e-55,4.3879231517892504e-39,5.155044681113253e-31,2.33784729494678e-13,1.3327078331473511e-14,8.267824380875415e-35
2.820745734902926e-10,0.05842168493353951,5.298881855756082e-07,0.938,0.0,0.0,0.03921817332504875,0.00999885425754503,0.04999856627756931,2.577286234963765e-36,2.110755967695815e-43,0.0019996525543038036,1.598471915315755e-53,4.917841925181744e-52,1.1589550871937877e-06,9.169547389667932e-29,2.479924718152227e-06,3.6050455866919086e-17,8.632753533181496e-08,2.8076432854503527e-07,6.668119916136235e-08,1.6845522640114063e-13,4.8309419725181215e-55,4.495938105837386e-39,5.342253537455642e-31,2.376888400492118e-13,1.348797138269087e-14,8.582347013108683e-35
2.8350299621540936e-10,0.05842168493353951,5.328589240698884e-07,0.938,0.0,0.0,0.0392181557838411,0.009998848456417358,0.04999856486938595,2.6851582475036652e-36,2.1735337530692573e-43,0.001999650994273534,1.672564450309132e-53,5.0689805403065944e-52,1.1590073566392073e-06,9.331819783694513e-29,2.4928557029419243e-06,3.6602847407898115e-17,8.635471981323745e-08,2.8203825717149646e-07,6.69672990966458e-08,1.7016207991286332e-13,5.0278898460878255e-55,4.605891878659138e-39,5.535258064229023e-31,2.416369778638603e-13,1.3649790739975771e-14,8.907092886649342e-35
2.849314189405261e-10,0.05842168493353951,5.35829680361917e-07,0.938,0.0,0.0,0.03921813824659106,0.009998842655298238,0.049998563463292935,2.7969640728549473e-36,2.237793804577361e-43,0.001999649436111191,1.749633474979722e-53,5.223803265409259e-52,1.1590578952887649e-06,9.495924249218332e-29,2.505787487951938e-06,3.716084023894756e-17,8.638072740636256e-08,2.833107577628429e-07,6.725295913302376e-08,1.7187733893538187e-13,5.2316481952347374e-55,4.7178053770004106e-39,5.734206877012848e-31,2.4562939010112955e-13,1.3812534405035794e-14,9.242337961430585e-35
2.863598416656429e-10,0.05842168493353951,5.388004383901422e-07,0.938,0.0,0.0,0.039218120713255235,0.00999883685418767,0.049998562059232934,2.912826132654229e-36,2.3035616288730442e-43,0.001999647879814688,1.8297799802879938e-53,5.382375527572338e-52,1.1591067598610263e-06,9.661868689108562e-29,2.5187200548319704e-06,3.772446215574265e-17,8.640557708405353e-08,2.8458183073285364e-07,6.753818094188654e-08,1.7360099995392952e-13,5.442409892659467e-55,4.831699557900131e-39,5.939251617399909e-31,2.4966632368455986e-13,1.3976200374822305e-14,9.588364130496599e-35
2.8778826439075963e-10,0.05842168493353951,5.417711823642073e-07,0.938,0.0,0.0,0.03921810318379185,0.009998831053085659,0.04999856065715048,3.032870007979845e-36,2.3708629952488794e-43,0.0019996463253819405,1.9131077431731976e-53,5.54476345053752e-52,1.1591540052159688e-06,9.829660971149506e-29,2.5316533855071432e-06,3.829374094525602e-17,8.642928754584379e-08,2.858514765010798e-07,6.782296618825681e-08,1.7533305945973933e-13,5.660372045765634e-55,4.947595427928645e-39,6.150546998701525e-31,2.537480252974707e-13,1.4140786641893638e-14,9.945459314981193e-35
2.892166871158764e-10,0.05842168493353951,5.447418967609437e-07,0.938,0.0,0.0,0.03921808565816067,0.009998825251992196,0.049998559256991856,3.1572245041885944e-36,2.439723936211316e-43,0.0019996447728108653,1.9997233853142984e-53,5.711033856335365e-52,1.1591996844158872e-06,9.999308928566628e-29,2.544587462174215e-06,3.886870438577551e-17,8.645187722159183e-08,2.871196954929305e-07,6.810731653069586e-08,1.7707351395013804e-13,5.885736062132694e-55,5.0655140424413345e-39,6.368250852103036e-31,2.578747413817589e-13,1.4306291194770085e-14,1.0313917560083026e-34
2.9064510984099315e-10,0.05842168493353951,5.477125663204162e-07,0.938,0.0,0.0,0.039218068136322906,0.009998819450907281,0.04999855785870514,3.286021716741159e-36,2.510170748046282e-43,0.001999643222099379,2.089736432735637e-53,5.881254266890549e-52,1.1592438487842984e-06,1.0170820360550398e-28,2.5575222672978465e-06,3.9449380246922116e-17,8.647336427509133e-08,2.883864881397531e-07,6.839123362121388e-08,1.78822359928636e-13,6.118707715570518e-55,5.1854765048473085e-39,6.592524173271716e-31,2.6204671813674787e-13,1.4472712018280774e-14,1.0694039132042379e-34
2.920735325661099e-10,0.05842168493353951,5.506831760420261e-07,0.938,0.0,0.0,0.03921805061824122,0.009998813649830919,0.04999855646224005,3.4193970980260516e-36,2.58222999137633e-43,0.0019996416732453977,2.183259376263565e-53,6.055492905603055e-52,1.1592865479629209e-06,1.034420303277764e-28,2.570457783606912e-06,4.003579628966852e-17,8.649376660763685e-08,2.8965185487891114e-07,6.867471910518427e-08,1.8057959390501217e-13,6.359497212757471e-55,5.307503965893034e-39,6.823531169419117e-31,2.6626420151808617e-13,1.4640047093902603e-14,1.108613061612432e-34
2.9350195529122666e-10,0.05842168493353951,5.536537111806639e-07,0.938,0.0,0.0,0.039218033103879606,0.009998807848763102,0.04999855506754794,3.557489525192006e-36,2.6559284917095208e-43,0.001999640126246841,2.2804077328402947e-53,6.233818698905797e-52,1.1593278299667834e-06,1.0519464677930315e-28,2.583393994090855e-06,4.062798026635763e-17,8.651310186154562e-08,2.909157961538564e-07,6.895777462126192e-08,1.82345212395395e-13,6.608319260463687e-55,5.4316176229607904e-39,7.0614393068199245e-31,2.7052743723669635e-13,1.480829440009133e-14,1.1490505015613153e-34
2.949303780163434e-10,0.05842168493353951,5.566241572429165e-07,0.938,0.0,0.0,0.039218015593203426,0.00999880204770383,0.04999855367458175,3.700441368998742e-36,2.731293339980216e-43,0.001999638581101626,2.381300107701201e-53,6.416301277799201e-52,1.159367741237531e-06,1.0696612996211465e-28,2.5963308819960973e-06,4.1225959920721476e-17,8.65313874236359e-08,2.9217831241419845e-07,6.924040180130525e-08,1.8411921192233902e-13,6.865393133361276e-55,5.557838719381774e-39,7.3064193587893965e-31,2.748366707577711e-13,1.4977451912605e-14,1.1907481851823059e-34
2.9635880074146017e-10,0.05842168493353951,5.595944999833273e-07,0.938,0.0,0.0,0.03921799808617927,0.009998796246653107,0.049998552283295916,3.8483985636961066e-36,2.8083518930819542e-43,0.001999637037807672,2.4860582574218405e-53,6.603010979363185e-52,1.159406326694981e-06,1.0875655655858228e-28,2.60926843082248e-06,4.182976298790044e-17,8.654864042866229e-08,2.934394041157694e-07,6.952260227030186e-08,1.859015890148972e-13,7.130942742423279e-55,5.6861885437637396e-39,7.558645454121404e-31,2.7919214729981634e-13,1.5147517604819734e-14,1.2337387265129762e-34
2.9778722346657693e-10,0.05842168493353951,5.625647254007049e-07,0.938,0.0,0.0,0.03921798058277499,0.009998790445610925,0.049998550893646354,4.0015106779416244e-36,2.8871317743925946e-43,0.0019996354963629,2.594807153840931e-53,6.794018848247041e-52,1.1594436297869934e-06,1.1056600293651694e-28,2.6222066243197697e-06,4.2439417194462566e-17,8.656487776270859e-08,2.9469907172068594e-07,6.98043776462981e-08,1.8769234020868934e-13,7.405196703913046e-55,5.816688429333005e-39,7.818295125989146e-31,2.8359411183374126e-13,1.531848944803813e-14,1.2780554117028075e-34
2.992156461916937e-10,0.05842168493353951,5.655348197344866e-07,0.938,0.0,0.0,0.0392179630829596,0.009998784644577286,0.049998549505590406,4.159930986766544e-36,2.967660874291885e-43,0.00199963395676523,2.7076750488655707e-53,6.989396638137711e-52,1.1594796925377036e-06,1.1239454515423493e-28,2.635145446484188e-06,4.305495025842319e-17,8.658011606653883e-08,2.9595731569740634e-07,7.008572954033176e-08,1.8949146204596657e-13,7.688388408965892e-55,5.949359753290667e-39,8.0855493613106e-31,2.88042809081992e-13,1.549036541179024e-14,1.3237322093220315e-34
3.0064406891681044e-10,0.05842168493353951,5.685047694611483e-07,0.938,0.0,0.0,0.039217945586703246,0.009998778843552191,0.04999854811908681,4.323816544600516e-36,3.0499673506716442e-43,0.0019996324190125823,2.8247935401649254e-53,7.189216813206872e-52,1.1595145555941757e-06,1.1424225896558918e-28,2.6480848815549995e-06,4.36763898892648e-17,8.659437173890645e-08,2.9721413652078573e-07,7.036665955636862e-08,1.9129895107567193e-13,7.980756093764799e-55,6.0842239361829e-39,8.360592650580716e-31,2.9253848351772995e-13,1.5663143464127492e-14,1.3708037807740259e-34
3.020724916419272e-10,0.05842168493353951,5.714745612906663e-07,0.938,0.0,0.0,0.039217928093977214,0.009998773042535635,0.04999854673409558,4.4933282593650605e-36,3.134079629438703e-43,0.00199963088310288,2.9462976377587054e-53,7.393552549537353e-52,1.159548258271527e-06,1.1610921982496512e-28,2.661024914011141e-06,4.430376378795695e-17,8.660766093982255e-08,2.9846953467212626e-07,7.064716929124204e-08,1.931148038534972e-13,8.282542910311991e-55,6.221302441285136e-39,8.643613038172467e-31,2.9708137936405387e-13,1.5836821571909316e-14,1.4193054908117684e-34
3.0350091436704396e-10,0.05842168493353951,5.744441821630269e-07,0.938,0.0,0.0,0.0392179106047538,0.009998767241527623,0.04999854535057807,4.6686309676460655e-36,3.2200264050107964e-43,0.001999629349034044,3.0723258315066676e-53,7.602477736529322e-52,1.1595808385965757e-06,1.1799550289223895e-28,2.6739655285678857e-06,4.493709964697658e-17,8.66199995937836e-08,2.9972351063922486e-07,7.0927260334596e-08,1.9493901694193607e-13,8.593996997798161e-55,6.360616773999999e-39,8.934802173108713e-31,3.016717405932627e-13,1.6011397701082977e-14,1.46927341815882e-34
3.049293370921607e-10,0.05842168493353951,5.774136192447845e-07,0.938,0.0,0.0,0.03921789311900633,0.009998761440528147,0.049998543968496865,4.849893510955561e-36,3.3078366408055498e-43,0.0019996278168039994,3.2030201595054405e-53,7.816066978286676e-52,1.1596123333500555e-06,1.1990118303769764e-28,2.6869067101735635e-06,4.55764251503283e-17,8.663140339295882e-08,3.009760649164177e-07,7.120693426883134e-08,1.9677158691033388e-13,8.915371554571219e-55,6.502188481268823e-39,9.23435536030703e-31,3.0630981092615997e-13,1.618686981695645e-14,1.520744366235332e-34
3.0635775981727747e-10,0.05842168493353951,5.803828599256676e-07,0.938,0.0,0.0,0.03921787563670914,0.009998755639537208,0.04999854258781574,5.0372888130931045e-36,3.3975395697227304e-43,0.0019996262864106695,3.338526277398966e-53,8.034395594984117e-52,1.1596427781074477e-06,1.2182633484691941e-28,2.69984844400631e-06,4.6221767973564983e-17,8.664188780033786e-08,3.0222719800462075e-07,7.148619266905492e-08,1.9861251033493382e-13,9.24692491070644e-55,6.646039150996555e-39,9.542471612299446e-31,3.1099583383139916e-13,1.6363235884464625e-14,1.5737558739895592e-34
3.0778618254239423e-10,0.05842168493353951,5.833518918152316e-07,0.938,0.0,0.0,0.03921785815783751,0.009998749838554808,0.049998541208499656,5.230993958617108e-36,3.489164694619926e-43,0.0019996247578519793,3.4789935286088367e-53,8.257539624215335e-52,1.1596722072784773e-06,1.2377103262561301e-28,2.7127907154708673e-06,4.687315578380838e-17,8.665146805283939e-08,3.034769104113683e-07,7.176503710303205e-08,2.004617837989194e-13,9.588920601179787e-55,6.792190411489935e-39,9.859353701429184e-31,3.1573005252486763e-13,1.6540493868428812e-14,1.6283462268353586e-34
3.09214605267511e-10,0.05842168493353951,5.863207027395585e-07,0.938,0.0,0.0,0.03921784068236756,0.009998744037580942,0.04999853983051468,5.431190272436528e-36,3.582741788781798e-43,0.001999623231125853,3.624575015490842e-53,8.485575822322732e-52,1.1597006541453122e-06,1.2573535040441517e-28,2.7257335101954162e-06,4.753061623977001e-17,8.66601591643805e-08,3.0472520265084753e-07,7.204346913114184e-08,2.0231940389245445e-13,9.941627439646355e-55,6.940663930908714e-39,1.0185208212526438e-30,3.205127099691091e-13,1.67186417338098e-14,1.6845544676961644e-34
3.1064302799262774e-10,0.05842168493353951,5.892892807380011e-07,0.938,0.0,0.0,0.0392178232102764,0.009998738236615614,0.049998538453827984,5.638063400533366e-36,3.678300896383085e-43,0.0019996217062302184,3.7754276714240252e-53,8.718581665709143e-52,1.1597281508995104e-06,1.2771936194364495e-28,2.7386768140284634e-06,4.81941769917721e-17,8.666797592890807e-08,3.059720752439311e-07,7.232149030633527e-08,2.0418536721271897e-13,1.0305319592825798e-54,7.091481416729792e-39,1.0520245596065212e-30,3.2534404887278347e-13,1.6897677445954484e-14,1.7424204081559206e-34
3.120714507177445e-10,0.05842168493353951,5.922576140599746e-07,0.938,0.0,0.0,0.039217805741541906,0.009998732435658818,0.049998537078407804,5.851803391826447e-36,3.775872332945479e-43,0.001999620183163001,3.931712333838563e-53,8.956635352131947e-52,1.1597547286777606e-06,1.2972314073801411e-28,2.751620613035751e-06,4.8863865681768644e-17,8.667493292339186e-08,3.0721752871820554e-07,7.25991021740961e-08,2.0605967036394269e-13,1.0680276655496622e-54,7.244664615224069e-39,1.086468022180327e-30,3.30224311690164e-13,1.7077598970836243e-14,1.8019846397174489e-34
