Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2(13)
9.318861749886939e-08,0.0505958752244895,1.00501063646119e-06,2.0820225112137714e-09,1.3846248249558802e-06,3.728014997937622e-43,6.425300094090078e-05,0.938,9.001086311197134e-22,0.005149597315415557,1.6581274139879e-09,5.373754259221033e-09,4.380921850469254e-06,0.0,0.0,0.028748103984175065,0.00744119021099023,0.04996663226402484,1.5685415721071304e-29,8.775474945046036e-35,0.001994610327363142,1.6667414418019575e-42,3.609983345576379e-07
9.359146228162223e-08,0.0505958752244895,1.0050776476437375e-06,2.0878450155866028e-09,1.3851049373360155e-06,3.811143581104274e-43,6.439304677071171e-05,0.938,9.113803556059311e-22,0.005165887355925065,1.6726118292479267e-09,5.358663707271579e-09,4.378273258701234e-06,0.0,0.0,0.028731675994087585,0.007433081850910905,0.04996655847865216,1.604389386345087e-29,8.929592199063955e-35,0.0019946128886368084,1.7122986776874536e-42,3.643492799555946e-07
9.399430706437508e-08,0.0505958752244895,1.0051366109256994e-06,2.0936252940902566e-09,1.3855705112264238e-06,3.895655418728918e-43,6.453253227031564e-05,0.938,9.227312513419314e-22,0.005182140980976137,1.687139953600141e-09,5.343685059214941e-09,4.375631016833515e-06,0.0,0.0,0.028715284995911854,0.007424991567603522,0.04996648496962061,1.6408644280638663e-29,9.085634050187759e-35,0.001994615451606991,1.7588545641556572e-42,3.6771453124116577e-07
9.439715184712792e-08,0.0505958752244895,1.0051876390377043e-06,2.0993635179667537e-09,1.386021730230996e-06,3.981564890669619e-43,6.467146034018907e-05,0.938,9.341613297380478e-22,0.005198358323593696,1.7017114837043636e-09,5.328817025996015e-09,4.372995100779908e-06,0.0,0.0,0.028698930853451633,0.007416919295238528,0.04996641173538206,1.67797404493299e-29,9.243613968504948e-35,0.0019946180161851787,1.8064252691906036e-42,3.71094059438444e-07
9.479999662988077e-08,0.0505958752244895,1.0052308432382938e-06,2.105059859851215e-09,1.3864587758195919e-06,4.068886412954297e-43,6.48098338594363e-05,0.938,9.456705998990648e-22,0.00521453951612192,1.7163261171009029e-09,5.314058338754982e-09,4.370365486563058e-06,0.0,0.0,0.02868261343121631,0.007408864968321738,0.04996633877440051,1.7157256203887106e-29,9.403545425822089e-35,0.0019946205822842194,1.8550271190317116e-42,3.7448783550493264e-07
9.520284141263361e-08,0.0505958752244895,1.0052663333331362e-06,2.1107144937233992e-09,1.3868818273523507e-06,4.157634436961721e-43,6.494765568600705e-05,0.938,9.572590686491236e-22,0.005230684690228721,1.730983552225406e-09,5.299407748405433e-09,4.367742150314122e-06,0.0,0.0,0.02866633259441608,0.007400828521692126,0.04996626608515201,1.7541265733622855e-29,9.565441895274609e-35,0.0019946231498183054,1.9046765983912415e-42,3.7789583033341967e-07
9.560568619538645e-08,0.0505958752244895,1.005294217693929e-06,2.1163275948600944e-09,1.3872910621037325e-06,4.247823448605974e-43,6.50849286569107e-05,0.938,9.689267405565354e-22,0.0052467939769102285,1.7456834884233387e-09,5.2848640252855576e-09,4.365125068272517e-06,0.0,0.0,0.028650088208957286,0.007392809890519646,0.04996619366612443,1.7931843580072206e-29,9.729316850940822e-35,0.0019946257187029486,1.9553903506613127e-42,3.8131801475382123e-07
9.60085309781393e-08,0.0505958752244895,1.005314603277185e-06,2.1218993397883433e-09,1.3876866552862828e-06,4.339467967524548e-43,6.522165558842738e-05,0.938,9.80673617958502e-22,0.005262867506495204,1.7604256259640914e-09,5.270425958719719e-09,4.362514216785561e-06,0.0,0.0,0.0286338801414377,0.007384809010303073,0.04996612151581749,1.832906463425537e-29,9.895183767460195e-35,0.0019946282888549704,2.007185178110542e-42,3.847543595350002e-07
9.637109128261687e-08,0.0505958752244895,1.0053266261210297e-06,2.1268786975363038e-09,1.388031168779402e-06,4.423204520288317e-43,6.534424527423246e-05,0.938,9.913135284713391e-22,0.005277303217986552,1.7737293849269458e-09,5.257521049619879e-09,4.360169758109333e-06,0.0,0.0,0.028619323822804677,0.00737762334212847,0.04996605680906675,1.8692305702520556e-29,1.0046178255800381e-34,0.0019946306030076857,2.0547388573444206e-42,3.878591527392077e-07
9.669739555664668e-08,0.0505958752244895,1.0053323893532786e-06,2.1313317090782696e-09,1.3883320066221554e-06,4.499594293514106e-43,6.545420144144149e-05,0.938,1.00094430067108e-21,0.005290270762316637,1.7857316080967537e-09,5.245978270197786e-09,4.3580640298377475e-06,0.0,0.0,0.02860624811652212,0.007371168451263282,0.04996599875717199,1.9023921044090961e-29,1.0183470278524141e-34,0.00199463268651749,2.0983079205928898e-42,3.906632354162105e-07
9.702369983067649e-08,0.0505958752244895,1.0053334182622745e-06,2.135757904549524e-09,1.3886241991224741e-06,4.5769649479019836e-43,6.556380429271965e-05,0.938,1.0106270365602152e-21,0.005303215075978032,1.797760989736707e-09,5.234502719980104e-09,4.3559623477303145e-06,0.0,0.0,0.02859319600349012,0.007364725093182493,0.04996594087895523,1.936002928487907e-29,1.0322093185010831e-34,0.001994634770715112,2.1426166741774386e-42,3.9347655654092175e-07
9.73500041047063e-08,0.0505958752244895,1.0053297670509025e-06,2.140157379966084e-09,1.388907835536849e-06,4.655324261021173e-43,6.567305528583691e-05,0.938,1.0203617332027081e-21,0.005316136226969897,1.8098173723919662e-09,5.223093790538587e-09,4.353864699422979e-06,0.0,0.0,0.02858016741412131,0.0073582932342298145,0.04996588317364122,1.9700670884315043e-29,1.0462054135665134e-34,0.0019946368555587724,2.1876743535224895e-42,3.962991004692218e-07
9.767630837873612e-08,0.0505958752244895,1.0053214893480258e-06,2.144530231795457e-09,1.389183004279013e-06,4.7346800233985064e-43,6.57819558700353e-05,0.938,1.030148386749688e-21,0.005329034283012536,1.8219005990309673e-09,5.211750880919296e-09,4.351771072597554e-06,0.0,0.0,0.028567162279117087,0.007351872840886384,0.049965825640459614,2.0045886446898985e-29,1.060336029041281e-34,0.0019946389410072218,2.2334902627716035e-42,3.991308515341054e-07
9.800261265276593e-08,0.0505958752244895,1.0053086382145542e-06,2.1488765569418034e-09,1.389449792927741e-06,4.815040038242851e-43,6.589050748609755e-05,0.938,1.0399869924479037e-21,0.005341909311548874,1.8340105130496924e-09,5.2004733975549656e-09,4.3496814549816535e-06,0.0,0.0,0.028554180529466035,0.007345463879770042,0.04996576827864481,2.0395716721231582e-29,1.0746018808575288e-34,0.0019946410270197325,2.2800737748371885e-42,4.019717940462673e-07
9.832891692679574e-08,0.0505958752244895,1.0052912661495572e-06,2.1531964527314245e-09,1.3897082882345432e-06,4.8964121211710585e-43,6.599871156641386e-05,0.938,1.0498775446480731e-21,0.005354761379745924,1.8461469582757982e-09,5.189260754167611e-09,4.3475958343484435e-06,0.0,0.0,0.02854122209644236,0.007339066317634615,0.04996571108743594,2.0750202599041825e-29,1.0890036848745982e-34,0.00199464311355609,2.327434331446116e-42,4.04821912294678e-07
9.865522120082556e-08,0.0505958752244895,1.0052694250962014e-06,2.1574900168983534e-09,1.3899585761313266e-06,4.9788040999347284e-43,6.610656953504905e-05,0.938,1.0598200368132298e-21,0.005367590554496242,1.8583097789727e-09,5.178112371611434e-09,4.345514198516579e-06,0.0,0.0,0.028528286911604393,0.007332680121369203,0.049965654066076934,2.1109385114214144e-29,1.103542156866721e-34,0.00199464520057659,2.3755814431838652e-42,4.0768119054715516e-07
9.898152547485537e-08,0.0505958752244895,1.0052431664476266e-06,2.161757347570216e-09,1.3902007417379638e-06,5.062223814148392e-43,6.62140828078082e-05,0.938,1.0698144615271024e-21,0.005380396902419369,1.8704988198435394e-09,5.167027677788637e-09,4.343436535350136e-06,0.0,0.0,0.028515374906793033,0.0073263052579974714,0.04996559721381636,2.1473305441813395e-29,1.1182180125108517e-34,0.001994647288042034,2.4245246895352253e-42,4.1054961305092654e-07
9.92751993214822e-08,0.0505958752244895,1.0052157986578971e-06,2.1655755969451832e-09,1.3904118159290188e-06,5.138186759537504e-43,6.631055120187632e-05,0.938,1.0788538392671842e-21,0.00539190315345513,1.8814912468806013e-09,5.157105439988656e-09,4.341570025135374e-06,0.0,0.0,0.028503773865278585,0.007320577543439947,0.0499655461907437,2.180491871046684e-29,1.1315443370320928e-34,0.0019946491671093613,2.4692622793428145e-42,4.1313899860336123e-07
9.958325413525948e-08,0.0505958752244895,1.005183329655828e-06,2.1695581518750083e-09,1.3906262959777395e-06,5.218777253523394e-43,6.641144586693847e-05,0.938,1.0883810591127227e-21,0.005403953096495326,1.893044530131584e-09,5.146751820616879e-09,4.339615551411508e-06,0.0,0.0,0.028491624794853784,0.007314579157695088,0.049965492815066785,2.2156963890118355e-29,1.1456440214276595e-34,0.0019946511385162497,2.516899775124762e-42,4.1586311772230845e-07
9.989130894903677e-08,0.0505958752244895,1.0051470510171287e-06,2.1735175761576358e-09,1.3908337487275993e-06,5.300303667564385e-43,6.651203686324697e-05,0.938,1.0979545419962792e-21,0.005415982862167122,1.904620791216645e-09,5.1364535485344985e-09,4.337664587871841e-06,0.0,0.0,0.02847949621273769,0.007308590789705143,0.049965439588220396,2.2513336802763637e-29,1.1598679656466924e-34,0.001994653110222742,2.5652714616501023e-42,4.185953468337555e-07
9.999999999999998e-08,0.0505958752244895,1.0051333493944978e-06,2.1749090760498944e-09,1.3909052801434408e-06,5.329293258602623e-43,6.654745615247244e-05,0.938,1.1013433956276743e-21,0.0054202225219742856,1.9087107057675312e-09,5.132833129813791e-09,4.3369770648105605e-06,0.0,0.0,0.028475221761473577,0.007306480298164224,0.04996542084358408,2.2640115360127786e-29,1.1649163716196992e-34,0.0019946538059660117,2.5825152252135103e-42,4.195612928973045e-07
1.0019936376281405e-07,0.0505958752244895,1.0051070042641596e-06,2.177453953517633e-09,1.3910342432507198e-06,5.3827726341245894e-43,6.661232535607398e-05,0.938,1.1075742789180334e-21,0.005427992505660329,1.9162199009063726e-09,5.126210164192724e-09,4.335717124449621e-06,0.0,0.0,0.02846738806247521,0.007302612412149653,0.04996538650958704,2.2874072539935642e-29,1.174216771473395e-34,0.0019946550821974304,2.6143856208522288e-42,4.2133567262105944e-07
1.0050741857659134e-07,0.0505958752244895,1.0050632305042037e-06,2.1813673679405858e-09,1.3912278480022452e-06,5.466190794071954e-43,6.671231250437384e-05,0.938,1.1172402602110315e-21,0.005439982081953287,1.9278417303348132e-09,5.116021213218301e-09,4.333773151113686e-06,0.0,0.0,0.028455300287830002,0.007296643997812414,0.04996533357855276,2.3239206301594138e-29,1.188691040569628e-34,0.001994657054409282,2.6642505895218293e-42,4.2408408175329335e-07
1.0081547339036862e-07,0.0505958752244895,1.0050157704336573e-06,2.185257903663327e-09,1.391414630825739e-06,5.5505647964801065e-43,6.68119994608295e-05,0.938,1.1269524755472827e-21,0.00545195164581392,1.9394861510020816e-09,5.105886246364817e-09,4.331832657868412e-06,0.0,0.0,0.028443232832783414,0.007290685519580953,0.04996528079450719,2.3608773395389647e-29,1.20329137446625e-34,0.0019946590268276427,2.714874759326237e-42,4.26840560885642e-07
1.0109272272276819e-07,0.0505958752244895,1.0049699378823998e-06,2.188739894341745e-09,1.3915769582025048e-06,5.627324145867573e-43,6.690146200528788e-05,0.938,1.1357329903929265e-21,0.0054627071877558,1.949985339203662e-09,5.096810565422687e-09,4.3300891811922645e-06,0.0,0.0,0.028432389450373432,0.007285331362217812,0.04996523341403989,2.39452035467551e-29,1.2165399574304749e-34,0.0019946608021556896,2.7610926090685912e-42,4.2932828091447927e-07
1.0136997205516775e-07,0.0505958752244895,1.0049211811516297e-06,2.1922034834435783e-09,1.3917338628871266e-06,5.704867978215278e-43,6.69906831545482e-05,0.938,1.1445509374695906e-21,0.005473446603451448,1.9605026293667824e-09,5.0877779314217726e-09,4.3283485080846354e-06,0.0,0.0,0.028421562441105434,0.007279985211602965,0.04996518615170189,2.428527927245058e-29,1.2298915783239258e-34,0.00199466257760465,2.807938448309148e-42,4.3182251707603485e-07
1.0164722138756731e-07,0.0505958752244895,1.0048695290717973e-06,2.1956487328616717e-09,1.391885393088038e-06,5.783201156964555e-43,6.70796637360682e-05,0.938,1.1534063078989443e-21,0.005484169932393621,1.9710379285855145e-09,5.078788027232043e-09,4.326610631332022e-06,0.0,0.0,0.028410751764589726,0.0072746470481849235,0.0499651390070555,2.4629026532560578e-29,1.243346675356588e-34,0.0019946643531529337,2.8554185086499055e-42,4.343232596146206e-07
1.0189674578672692e-07,0.0505958752244895,1.004820590295796e-06,2.198733828176797e-09,1.3920172146167604e-06,5.854379932593548e-43,6.715954125468708e-05,0.938,1.1614081305765734e-21,0.005493807206798938,1.9805350190366373e-09,5.0707333879213455e-09,4.3250489271948364e-06,0.0,0.0,0.02840103608695963,0.007269849514056492,0.04996509667714016,2.494155974005613e-29,1.2555450968793996e-34,0.0019946659512136613,2.898698001459191e-42,4.3657948278205666e-07
1.0214627018588652e-07,0.0505958752244895,1.0047693500831281e-06,2.2018041639113726e-09,1.3921447561473358e-06,5.926205574432867e-43,6.723922517803225e-05,0.938,1.1694402515796118e-21,0.005503431511413085,1.9900465543879552e-09,5.062712878750048e-09,4.3234894770547395e-06,0.0,0.0,0.028391333577009594,0.007265058419615767,0.04996505444188643,2.525710699540197e-29,1.2678280082395489e-34,0.001994667549322143,2.942500883763266e-42,4.3884096108292995e-07
1.0239579458504613e-07,0.0505958752244895,1.0047158289167354e-06,2.2048597854687785e-09,1.3922680520231813e-06,5.99868163788586e-43,6.731871610105635e-05,0.938,1.1775026635727624e-21,0.005513042874745937,1.999572467425392e-09,5.054726275064429e-09,4.321932275700867e-06,0.0,0.0,0.028381644205585435,0.007260273750747947,0.04996501230097996,2.5575687365646567e-29,1.2801957286604855e-34,0.0019946691474631286,2.9868317732910247e-42,4.411076873888184e-07
1.0264531898420573e-07,0.0505958752244895,1.0046600471137122e-06,2.2079007383354307e-09,1.3923871363386397e-06,6.071811681359519e-43,6.739801461613394e-05,0.938,1.1855953589525525e-21,0.005522641325219566,2.0091126910989224e-09,5.0467733542536516e-09,4.320377317937344e-06,0.0,0.0,0.02837196794362372,0.007255495493381527,0.04996497025410777,2.5897319962187583e-29,1.2926485772865682e-34,0.0019946707456215186,3.0316953114264753e-42,4.433796545663489e-07
1.0289484338336533e-07,0.0505958752244895,1.0046020248266265e-06,2.2109270680776586e-09,1.3925020429407571e-06,6.145599266197678e-43,6.747712131307705e-05,0.938,1.1937183298493977e-21,0.005532226891168607,2.0186671585233633e-09,5.038853895701745e-09,4.318824598583264e-06,0.0,0.0,0.02836230476215144,0.007250723633488119,0.0499649283009584,2.622202394051435e-29,1.3051868731802205e-34,0.0019946723437823627,3.0770961632114956e-42,4.456568554773255e-07
1.0314436778252494e-07,0.0505958752244895,1.0045417820448345e-06,2.213938820338727e-09,1.3926128054310263e-06,6.220047956615119e-43,6.755603677914973e-05,0.938,1.201871568129673e-21,0.0055417996008405865,2.0282358029790996e-09,5.030967680730886e-09,4.317274112472681e-06,0.0,0.0,0.02835265463228561,0.007245958157082286,0.0499648864412218,2.654981849995003e-29,1.3178109353191561e-34,0.0019946739419308586,3.123039017346769e-42,4.4793928297885437e-07
1.0339389218168454e-07,0.0505958752244895,1.0044793385958367e-06,2.2169360408357963e-09,1.3927194571671384e-06,6.2951613196313835e-43,6.763476159908333e-05,0.938,1.210055065397775e-21,0.005551359482396283,2.037818557912834e-09,5.023114492637771e-09,4.315725854454572e-06,0.0,0.0,0.028343017525232918,0.0072411990502213785,0.04996484467458938,2.6880722883393955e-29,1.3305210825935856e-34,0.0019946755400523496,3.169528586193312e-42,4.502269299234682e-07
1.0361846414092819e-07,0.0505958752244895,1.0044212741793429e-06,2.219621152467408e-09,1.392811956409859e-06,6.3633345917681755e-43,6.770545141582557e-05,0.938,1.2174460772251868e-21,0.00555995243096223,2.046455046940164e-09,5.016074683792932e-09,4.314334323011993e-06,0.0,0.0,0.028334355239665057,0.007236921288518205,0.04996480716397034,2.718121166718849e-29,1.3420340814215032e-34,0.001994676978326609,3.2118405530662286e-42,4.522902688864883e-07
1.0384303610017183e-07,0.0505958752244895,1.004361457381658e-06,2.2222945638844884e-09,1.3929011767431844e-06,6.432051744388953e-43,6.777598770351862e-05,0.938,1.2248615853364693e-21,0.005568535031901921,2.0551028634001697e-09,5.009061297475964e-09,4.31294458842984e-06,0.0,0.0,0.028325703458460874,0.007232648664783113,0.04996476972829389,2.748424911919681e-29,1.3536172997792364e-34,0.0019946784165567597,3.254602663674685e-42,4.5435782458865894e-07
1.0406760805941548e-07,0.0505958752244895,1.0042999023260354e-06,2.2249563085567825e-09,1.392987141985161e-06,6.501315383418397e-43,6.78463708832273e-05,0.938,1.2323015830750278e-21,0.00557710730556568,2.0637619591238234e-09,5.002074179675063e-09,4.3115566469838356e-06,0.0,0.0,0.02831706216081495,0.007228381168940121,0.04996473236733799,2.7789849357001846e-29,1.3652709699450913e-34,0.001994679854732421,3.297818402487368e-42,4.5642959181046046e-07
1.0429218001865913e-07,0.0505958752244895,1.0042366230328046e-06,2.227606419995279e-09,1.3930698757981392e-06,6.5711281164590176e-43,6.79166013743907e-05,0.938,1.239766063617458e-21,0.005585669272247766,2.072432286052956e-09,4.9951131776041345e-09,4.310170494959401e-06,0.0,0.0,0.02830843132597977,0.007224118790940901,0.049964695080881534,2.809802652613423e-29,1.3769953241331813e-34,0.0019946812928433,3.3414912694958846e-42,4.585055653296757e-07
1.0451675197790277e-07,0.0505958752244895,1.0041716334201332e-06,2.230244931750548e-09,1.3931494016897696e-06,6.641492552753153e-43,6.798667959483102e-05,0.938,1.2472550199747373e-21,0.005594220952186564,2.0811137962406312e-09,4.988178139689253e-09,4.308786128651627e-06,0.0,0.0,0.028299810933265574,0.0072198615207646815,0.04996465786870431,2.8408794799920026e-29,1.3887905944918543e-34,0.0019946827308791994,3.38562478021393e-42,4.605857399214604e-07
1.0474132393714642e-07,0.0505958752244895,1.004104947304783e-06,2.2328718774110985e-09,1.3932257430139813e-06,6.712411303145187e-43,6.805660596076156e-05,0.938,1.2547684449934082e-21,0.005602762365564798,2.089806441851533e-09,4.981268915558081e-09,4.307403544365261e-06,0.0,0.0,0.02829120096204012,0.007215609348418145,0.04996462073058706,2.8722168379328735e-29,1.400657013102131e-34,0.00199468416883001,3.4302224656760665e-42,4.6267011035841207e-07
1.0496589589639006e-07,0.0505958752244895,1.0040365784028581e-06,2.235487290601751e-09,1.3932989229719686e-06,6.783886980043875e-43,6.812638088679517e-05,0.938,1.2623063313567615e-21,0.005611293532509707,2.098510175162336e-09,4.974385356028078e-09,4.306022738414664e-06,0.0,0.0,0.02828260139172848,0.007211362263935331,0.049964583666311374,2.9038161492821084e-29,1.4125948119761545e-34,0.0019946856066857155,3.475287872436352e-42,4.647586714106388e-07
1.0519046785563371e-07,0.0505958752244895,1.003966540330548e-06,2.2380912049820216e-09,1.3933689646131593e-06,6.855922197384809e-43,6.819600478595253e-05,0.938,1.269868671586021e-21,0.005619814473093269,2.107224948562074e-09,4.967527313094161e-09,4.30464370712382e-06,0.0,0.0,0.028274012201812842,0.007207120257377549,0.049964546675659784,2.9356788396197106e-29,1.424604223055646e-34,0.0019946870444363914,3.5208245625667835e-42,4.6685141784582813e-07
1.0563961177412099e-07,0.0505958752244895,1.003821510644357e-06,2.2432646721134195e-09,1.393499724389848e-06,7.001681716546359e-43,6.833480114780939e-05,0.938,1.2850666829238465e-21,0.005636825755189007,2.124687425748403e-09,4.95388719081202e-09,4.301890953865218e-06,0.0,0.0,0.028256864881382595,0.007198651438418045,0.04996447291436341,3.000200073158471e-29,1.4488388092366423e-34,0.0019946899195833916,3.613326118804021e-42,4.7104944592414685e-07
1.0608875569260827e-07,0.0505958752244895,1.0036699652052882e-06,2.24839254871504e-09,1.3936182037408838e-06,7.149710801236241e-43,6.847299831896442e-05,0.938,1.3003624159798847e-21,0.0056537963713296675,2.142193494783423e-09,4.940347387781012e-09,4.299145255372668e-06,0.0,0.0,0.028239758837741217,0.007190202812571706,0.04996439944497587,3.0657919972902875e-29,1.47336262571249e-34,0.001994692794193378,3.707755941246752e-42,4.7526415268901954e-07
1.0653789961109555e-07,0.0505958752244895,1.0035120094204354e-06,2.2534751051512946e-09,1.3937245816962696e-06,7.300030414117524e-43,6.86105995470944e-05,0.938,1.3157558052088911e-21,0.0056707264801209465,2.159742778860025e-09,4.92690676117663e-09,4.296406582581745e-06,0.0,0.0,0.028222693908781217,0.007181774301300717,0.04996432626578924,3.1324661135270475e-29,1.4981775253268804e-34,0.001994695668190113,3.804143084898113e-42,4.794954962016531e-07
1.0698704352958283e-07,0.0505958752244895,1.0033477471677412e-06,2.2585126121926748e-09,1.3938190349492852e-06,7.452661538740372e-43,6.87476080551751e-05,0.938,1.3312467825844317e-21,0.005687616239302707,2.1773349030015223e-09,4.913564185924877e-09,4.293674906579698e-06,0.0,0.0,0.02820566993328932,0.0071733658264943635,0.04996425337510952,3.200233965666045e-29,1.523285359652426e-34,0.001994698541498737,3.902516852810009e-42,4.837434344908995e-07
1.074361874480701e-07,0.0505958752244895,1.003177280818488e-06,2.263505340968246e-09,1.3939017378862133e-06,7.607625178383686e-43,6.888402704173208e-05,0.938,1.3468352776356645e-21,0.005704465805755088,2.1949694940716215e-09,4.900318554355471e-09,4.290950198604767e-06,0.0,0.0,0.028188686750940075,0.007164977310466031,0.049964180771256486,3.269107139305228e-29,1.5486879789439685e-34,0.001994701414045741,4.0029067959719294e-42,4.880079255553097e-07
1.0788533136655738e-07,0.0505958752244895,1.0030007112594715e-06,2.2684535629191672e-09,1.393972862615702e-06,7.764942354907671e-43,6.901985968108858e-05,0.938,1.3625212174838578e-21,0.005721275335504534,2.2126461807839697e-09,4.887168775862932e-09,4.288232430045497e-06,0.0,0.0,0.02817174420228953,0.00715660867595026,0.04996410845256364,3.339097261359088e-29,1.5743872320925553e-34,0.0019947042857589516,4.1053427131848235e-42,4.922889273651556e-07
1.0833447528504466e-07,0.0505958752244895,1.0028181379148612e-06,2.2733575497532025e-09,1.394032578997766e-06,7.924634107617648e-43,6.915510912360979e-05,0.938,1.3783045268786544e-21,0.0057380449837297854,2.230364593711274e-09,4.874113776575693e-09,4.285521572440035e-06,0.0,0.0,0.02815484212876893,0.007148259846099798,0.049964036417377934,3.410215999575248e-29,1.600384966580095e-34,0.0019947071565675017,4.2098546509199635e-42,4.965863978644174e-07
1.0878361920353194e-07,0.0505958752244895,1.002629658767742e-06,2.278217573400287e-09,1.394081054672419e-06,8.086721492139619e-43,6.928977849594401e-05,0.938,1.3941851282340737e-21,0.005754774904767813,2.2481243652939823e-09,4.861152499032779e-09,4.282817597475415e-06,0.0,0.0,0.028137980372678485,0.007139930744482687,0.04996396466405974,3.482475062051874e-29,1.626683028434701e-34,0.0019947100264018185,4.3164729031625407e-42,5.009002949727386e-07
1.0923276312201922e-07,0.0505958752244895,1.002435370381333e-06,2.283033905969089e-09,1.394118455087937e-06,8.251225579307653e-43,6.942387090126043e-05,0.938,1.4101629416642312e-21,0.005771465252119704,2.2659251298485443e-09,4.848283901868121e-09,4.28012047698686e-06,0.0,0.0,0.02812115877718124,0.007131621295079384,0.04996389319098263,3.555886196755939e-29,1.653283262186729e-34,0.001994712895193596,4.425228011240088e-42,5.052305765873464e-07
1.096819070405065e-07,0.0505958752244895,1.00223536791989e-06,2.28780681970457e-09,1.3941449435287656e-06,8.418167454062934e-43,6.955738941948396e-05,0.938,1.4262378850187889e-21,0.0057881161784564955,2.2837665235752534e-09,4.835506959502022e-09,4.277430182957093e-06,0.0,0.0,0.028104377186296905,0.007123331422279893,0.04996382199653332,3.6304611910424507e-29,1.6801875108254917e-34,0.00199471576287578,4.53615076363611e-42,5.095772005849406e-07
1.1013105095899378e-07,0.0505958752244895,1.0020297451693093e-06,2.2925365869465103e-09,1.3941606811430775e-06,8.587568214364508e-43,6.969033710752671e-05,0.938,1.4424098739181397e-21,0.0058047278356249616,2.3016481845656833e-09,4.822820661839842e-09,4.274746687515611e-06,0.0,0.0,0.028087635444895846,0.007115061050880923,0.049963751079111475,3.706211871174679e-29,1.707397615756637e-34,0.0019947186293825434,4.649272195789273e-42,5.139401248235494e-07
1.1058019487748106e-07,0.0505958752244895,1.0018185945574211e-06,2.297223480088972e-09,1.3941658269699805e-06,8.759448970111752e-43,6.98227169995166e-05,0.938,1.45867882178832e-21,0.005821300374653339,2.3195697528097377e-09,4.810224013977457e-09,4.2720699629379825e-06,0.0,0.0,0.02807093339869303,0.007106810106083083,0.04996368043712959,3.7831501018454665e-29,1.7349154167601887e-34,0.0019947214946492713,4.7646235898782806e-42,5.183193071443574e-07
1.1102933879596834e-07,0.0505958752244895,1.0016020071739954e-06,2.301867771540699e-09,1.3941605379663842e-06,8.933830842078855e-43,6.995453210702302e-05,0.938,1.475044639895647e-21,0.0058378339457570245,2.3375308702023005e-09,4.797716035913544e-09,4.269399981645136e-06,0.0,0.0,0.028054270894242086,0.007098578513488088,0.04996361006901288,3.8612877856996865e-29,1.7627427519492528e-34,0.001994724358612539,4.8822364745925656e-42,5.227147053734977e-07
1.1147848271445562e-07,0.0505958752244895,1.0013800727904403e-06,2.306469733686453e-09,1.3941449690335274e-06,9.110734960861227e-43,7.00857854192795e-05,0.938,1.4915072373810838e-21,0.0058543286983442034,2.35553118054951e-09,4.785295762268311e-09,4.266736716202642e-06,0.0,0.0,0.02803764777892941,0.007090366199095987,0.049963539973199106,3.940636862857917e-29,1.790881457729374e-34,0.001994727221210093,5.0021426248889693e-42,5.271262773238178e-07
1.119276266329429e-07,0.0505958752244895,1.0011528798792178e-06,2.3110296388492405e-09,1.394119273043166e-06,9.2901824658339e-43,7.021647990340344e-05,0.938,1.5080665212943304e-21,0.005870784781021438,2.373570329574651e-09,4.772962242008698e-09,4.2640801393200095e-06,0.0,0.0,0.028021063900968302,0.0070821730893024315,0.0499634701481385,4.0212093104413837e-29,1.8193333687585452e-34,0.0019947300823808323,5.124374061734632e-42,5.315539807966142e-07
1.1237677055143018e-07,0.0505958752244895,1.0009205156329672e-06,2.315547759253428e-09,1.3940836008634352e-06,9.472194504121946e-43,7.0346618504613e-05,0.938,1.5247223966276357e-21,0.005887202341599212,2.3916479649236844e-09,4.760714538179643e-09,4.261430223849959e-06,0.0,0.0,0.028004519109393163,0.007073999110895941,0.049963400592293594,4.1030171420982517e-29,1.8481003179078607e-34,0.001994732942064793,5.248963051836326e-42,5.35997773583336e-07
1.1282591446991745e-07,0.0505958752244895,1.0006830659833494e-06,2.3200243669887394e-09,1.3940381013843848e-06,9.65679222958295e-43,7.047620414644154e-05,0.938,1.5414747663493372e-21,0.005903581527097427,2.4097637361704146e-09,4.748551727641541e-09,4.258786942787716e-06,0.0,0.0,0.02798801325405375,0.007065844191055216,0.04996333130413911,4.186072407531313e-29,1.8771841362228078e-34,0.0019947358002031265,5.3759421073564115e-42,5.404576134672628e-07
1.1327505838840473e-07,0.0505958752244895,1.00044061561961e-06,2.324459733975094e-09,1.3939829215431865e-06,9.843996801801627e-43,7.060523973094876e-05,0.938,1.5583235314371284e-21,0.005919922483750839,2.4279172948213047e-09,4.736472900813414e-09,4.256150269270282e-06,0.0,0.0,0.027971546185609444,0.007057708257346459,0.04996326228216188,4.270387192027135e-29,1.9065866528851906e-34,0.001994738656738081,5.505343985615592e-42,5.449334582251512e-07
