Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),N2X2(45),H2(20),H2X(38)
2.4806697350498707e-07,0.04836553141748826,9.98131823424662e-05,0.938,0.0,0.0,0.030653238640154606,0.009172317167151207,0.049947703725963535,5.643878008553226e-20,2.8282615864588074e-39,0.001989376321272515,2.8219460326609325e-37,9.49652850591675e-50,1.8255956641359559e-06,6.404809393658736e-24,0.0017058329634858246,1.0611181819157854e-10,3.3805841211427513e-09,9.324896796394863e-06,1.2976655040196068e-06,1.0103083600097483e-09,2.5841692798975557e-38,3.266425700794726e-36,3.4442920193993008e-15,1.2097786211866957e-06,2.6205263549517032e-09
2.4874885871653867e-07,0.04836553141748826,9.997197091058971e-05,0.938,0.0,0.0,0.03064887671304478,0.009170257387820954,0.04994761692529649,5.779935505112441e-20,2.8657379370483603e-39,0.001989379558159237,-2.5949169923433966e-37,9.621638555235924e-50,1.8253326971229257e-06,6.471752355058315e-24,0.0017100395907060338,1.0703714341510376e-10,3.375658484794939e-09,9.321860335447636e-06,1.2974608462272417e-06,1.0136149083670629e-09,2.692159734808544e-38,3.423821918111698e-36,3.5161658271974293e-15,1.2173366989987453e-06,2.6366272146923892e-09
2.4943074392809027e-07,0.04836553141748826,0.00010013039780025749,0.938,0.0,0.0,0.030644517397151207,0.00916819865688105,0.04994753028125092,5.918819317852653e-20,2.899199545421031e-39,0.0019893827912268697,1.995206967441612e-37,9.730585068745201e-50,1.825069892273535e-06,6.539183583914733e-24,0.001714243964338607,1.0796726603043138e-10,3.3707561300844233e-09,9.318830419886406e-06,1.2972534623495802e-06,1.0169164454073898e-09,-4.4389528733387083e-38,3.019646327666298e-36,3.58929282131574e-15,1.2249174145804238e-06,2.6527733874421066e-09
2.5011262913964187e-07,0.04836553141748826,0.00010028846411483787,0.938,0.0,0.0,0.030640160688986947,0.009166140973399305,0.049947443793317864,6.060578442814101e-20,2.931296199584433e-39,0.001989386020465141,2.7476489235034474e-37,9.83384593117189e-50,1.8248072493582238e-06,6.607104917551782e-24,0.0017184460867573088,1.0890219034690136e-10,3.3658768794720265e-09,9.315807026195403e-06,1.2970433861871143e-06,1.0202129550857151e-09,2.0503744902598586e-38,3.046680174195623e-36,3.663690353329041e-15,1.2325207425080433e-06,2.668964800576901e-09
2.5079451435119347e-07,0.04836553141748826,0.00010044617095294689,0.938,0.0,0.0,0.030635806585075056,0.009164084336444858,0.04994735746099061,6.205262548989928e-20,2.964422793533141e-39,0.0019893892458640906,-6.124879550207758e-37,9.940924264723373e-50,1.8245447681480758e-06,6.675518191193917e-24,0.0017226459603309943,1.0984192061090176e-10,3.361020557289956e-09,9.312790130920718e-06,1.2968306511642002e-06,1.023504421633625e-09,1.48097139584434e-38,4.015704744889419e-36,3.7393759479272344e-15,1.2401466572760795e-06,2.6852013813380934e-09
2.5147639956274507e-07,0.04836553141748826,0.0001006035194084732,0.938,0.0,0.0,0.030631455081948502,0.009162028745088145,0.04994727128376471,6.352921984950865e-20,2.998641980949392e-39,0.001989392467414068,2.1367468498184666e-37,1.0052076466930522e-49,1.8242824484148637e-06,6.74442523792811e-24,0.001726843587423627,1.1078646100612506e-10,3.3561869897178448e-09,9.30977971067108e-06,1.2966152903334675e-06,1.0267908295566435e-09,-2.9543364896739013e-38,3.233407513299645e-36,3.816367303867699e-15,1.2477951332981649e-06,2.7014830568345593e-09
2.5215828477429666e-07,0.04836553141748826,0.00010076051057060312,0.938,0.0,0.0,0.030627106176150127,0.009159974198400932,0.04994718526113793,6.503607785505019e-20,3.033836747264308e-39,0.0019893956851057284,4.485882431333132e-37,1.0166833958540886e-49,1.8240202899310904e-06,6.813827888725222e-24,0.0017310389703942973,1.1173581565382446e-10,3.3513760047627596e-09,9.306775742118546e-06,1.2963973363801876e-06,1.0300721636316009e-09,1.5766595297223513e-38,2.9357892409084207e-36,3.894682294926557e-15,1.2554661449080774e-06,2.717809754044987e-09
2.5284016998584826e-07,0.04836553141748826,0.00010091714552384548,0.938,0.0,0.0,0.03062275986423263,0.009157920695456283,0.04994709939261033,6.657371678392506e-20,3.067843782607347e-39,0.001989398898930024,-5.333191429947107e-37,1.0276623338717833e-49,1.8237582924699135e-06,6.883727972407439e-24,0.0017352321115972368,1.1268998861307017e-10,3.34658743222941e-09,9.303778201999188e-06,1.2961768216265861e-06,1.0333484089040205e-09,7.745369575657124e-39,3.995815761914741e-36,3.97433897084881e-15,1.2631596663607158e-06,2.7341813998201207e-09
2.5352205519739986e-07,0.04836553141748826,0.00010107342534805608,0.938,0.0,0.0,0.03061841614275847,0.009155868235328568,0.04994701367768413,6.814266091015138e-20,3.102555933901955e-39,0.0019894021088782,3.742244346332809e-38,1.038893571494188e-49,1.8234964558051452e-06,6.954127315589717e-24,0.0017394230133818403,1.1364898388100579e-10,3.341821103697349e-09,9.300787067113768e-06,1.2959537780360813e-06,1.0366195506855327e-09,-1.7194313684940058e-38,3.475693764702893e-36,4.055355558297303e-15,1.2708756718330712e-06,2.7505979208849698e-09
2.5420394040895146e-07,0.04836553141748826,0.00010122935111846258,0.938,0.0,0.0,0.030614075008299838,0.009153816817093475,0.049946928115863834,6.974344157201183e-20,3.1387604246365045e-39,0.0019894053149417954,3.614744938384499e-37,1.0506888268594637e-49,1.8232347797113127e-06,7.025027742688774e-24,0.0017436116780926785,1.1461280539310464e-10,3.337076852501533e-09,9.29780231432837e-06,1.2957282372175017e-06,1.0398855745513178e-09,8.025595993591998e-39,3.09858244384465e-36,4.137750461800444e-15,1.2786141354251856e-06,2.7670592438410104e-09
2.5488582562050306e-07,0.04836553141748826,0.00010138492390568864,0.938,0.0,0.0,0.03060973645743864,0.00915176643982798,0.049946842706656086,7.137659724005161e-20,3.173441446051635e-39,0.0019894085171126255,-2.8231793337525003e-37,1.0618536936958912e-49,1.822973263963615e-06,7.096431075916485e-24,0.0017477981080695163,1.1558145702342628e-10,3.3323545137043567e-09,9.29482392057502e-06,1.2955002304292313e-06,1.0431464663375657e-09,4.8389725620674756e-39,3.842530524781137e-36,4.221542264698705e-15,1.2863750311611063e-06,2.783565295168359e-09
2.5556771083205466e-07,0.04836553141748826,0.0001015401447757784,0.938,0.0,0.0,0.030605400486766406,0.009149717102610354,0.04994675744956973,7.304267358542559e-20,3.208877902359046e-39,0.0019894117153827925,-3.4647093090328615e-38,1.0732905338973125e-49,1.8227119083378826e-06,7.168339135220076e-24,0.0017519823056473328,1.1655494258487278e-10,3.3276539240740526e-09,9.291851862852283e-06,1.2952697885832987e-06,1.0464022121389647e-09,-7.708806394006141e-39,3.651652915130448e-36,4.306749730089814e-15,1.294158332989829e-06,2.800116001227925e-09
2.5624959604360626e-07,0.04836553141748826,0.00010169501479022049,0.938,0.0,0.0,0.030601067092884283,0.009147668804520174,0.04994667234411583,7.474222354859322e-20,3.245992575443195e-39,0.0019894149097446703,1.9943712942435733e-37,1.085364734394713e-49,1.8224507126106365e-06,7.240753738270222e-24,0.0017561642731563337,1.1753326582944502e-10,3.3229749220654077e-09,9.288886118225842e-06,1.2950369422494347e-06,1.0496527983062127e-09,1.877447997981584e-39,3.368313040573832e-36,4.393391801772637e-15,1.301964014786231e-06,2.8167112882635473e-09
2.5693148125515786e-07,0.04836553141748826,0.00010184953500597223,0.938,0.0,0.0,0.03059673627240296,0.0091456215446383,0.049946587389807555,7.647580740836095e-20,3.2820788929629586e-39,0.0019894181001909026,-1.1254901275433916e-37,1.0970038336512712e-49,1.82218967655908e-06,7.31367670046771e-24,0.0017603440129219721,1.1851643044849923e-10,3.3183173477937833e-09,9.285926663829038e-06,1.2948017216590696e-06,1.0528982114435533e-09,3.1305163089501695e-39,3.73606746511024e-36,4.481487605189687e-15,1.3097920503520033e-06,2.83335108240411e-09
2.5761336646670946e-07,0.04836553141748826,0.00010200370647548347,0.938,0.0,0.0,0.03059240802194263,0.009143575322046888,0.04994650258616029,7.824399285127148e-20,3.318405955519694e-39,0.001989421286714403,-5.124356725581396e-38,1.1087101768520902e-49,1.8219287999610415e-06,7.38710983489693e-24,0.0017645215272649626,1.1950444007300306e-10,3.3136810430146686e-09,9.282973476863419e-06,1.29456415670927e-06,1.0561384384063316e-09,-2.6459279374091493e-39,3.733498981986474e-36,4.571056448368259e-15,1.3176424134165658e-06,2.8500353096656327e-09
2.5829525167826106e-07,0.04836553141748826,0.00010215753024672033,0.938,0.0,0.0,0.030588082338132965,0.00914153013582937,0.049946417932691535,8.004735504133959e-20,3.355810702586177e-39,0.001989424469308341,1.0445848996851384e-37,1.120815392807934e-49,1.821668082595008e-06,7.461054952296411e-24,0.0017686968185013005,1.204972982737919e-10,3.309065851104345e-09,9.280026534599238e-06,1.294324276966648e-06,1.059373466298578e-09,-3.5883453983265568e-40,3.582103035563692e-36,4.662117822860117e-15,1.3255150776379808e-06,2.8667638959533486e-09
2.5897713688981266e-07,0.04836553141748826,0.00010231100736318897,0.938,0.0,0.0,0.030583759217613048,0.009139485985070472,0.04994633342892095,8.188647669013361e-20,3.3930770818306586e-39,0.001989427647966148,-2.958719680046893e-38,1.132837533531883e-49,1.8214075242401519e-06,7.535513861064026e-24,0.0017728698889422757,1.2149500856182509e-10,3.304471617035991e-09,9.277085814375941e-06,1.2940821116712103e-06,1.0626032824706129e-09,1.649179942429821e-39,3.752103521491963e-36,4.75469140467973e-15,1.3334100166038552e-06,2.8835367670637554e-09
2.5965902210136426e-07,0.04836553141748826,0.00010246413886395912,0.938,0.0,0.0,0.030579438657031326,0.009137442868856187,0.04994624907437029,8.376194812720163e-20,3.4305830553621476e-39,0.001989430822681506,-5.27678883331392e-38,1.1449259580405577e-49,1.8211471246762725e-06,7.610488367228821e-24,0.0017770407408944935,1.2249757438844182e-10,3.299898187360192e-09,9.274151293602666e-06,1.293837689740153e-06,1.0658278745166717e-09,-6.3946200275688435e-40,3.8125157164992665e-36,4.848797055241007e-15,1.3413272038322377e-06,2.900353848686655e-09
2.6034090731291586e-07,0.04836553141748826,0.00010261692578368739,0.938,0.0,0.0,0.030575120653045598,0.0091354007862738,0.04994616486856345,8.567436737084189e-20,3.468723366207703e-39,0.0019894339934483467,4.906866473031572e-38,1.1572368757745742e-49,1.8208868836838014e-06,7.68598027441417e-24,0.0017812093766598853,1.2350499914561727e-10,3.2953454101856196e-09,9.271222949758664e-06,1.2935910397716265e-06,1.0690472302725583e-09,-6.078280513381308e-40,3.728245385842533e-36,4.944454822292498e-15,1.3492666127725025e-06,2.9172150664071693e-09
2.6170467773601906e-07,0.04836553141748826,0.00010292146999671879,0.938,0.0,0.0,0.030566492301539648,0.009131319718360183,0.04994599690128725,8.961248022267194e-20,3.5441927178406235e-39,0.0019894403231134196,7.006951260013898e-37,1.1814506973929277e-49,1.8203668765381388e-06,7.83852349427401e-24,0.001789540008814672,1.2553443872425964e-10,3.286301213437174e-09,9.265384703128703e-06,1.2930911685416059e-06,1.0754701854509643e-09,5.508866193080734e-39,3.312315838395405e-36,5.1405078341297515e-15,1.3652119892480778e-06,2.9510696119700356e-09
2.6290055536916047e-07,0.04836553141748826,0.00010318739760212206,0.938,0.0,0.0,0.030558934563658196,0.009127744461383381,0.04994585009742225,9.319329057019248e-20,3.610871052289446e-39,0.0019894458604872703,3.411825724282164e-37,1.2027868634025185e-49,1.8199114069622644e-06,7.974007611094482e-24,0.0017968377899670652,1.2733006082317982e-10,3.27843699295468e-09,9.260285316218657e-06,1.2926457707428887e-06,1.0810850669985952e-09,1.934922771732531e-39,3.9414679139968483e-36,5.317730156635184e-15,1.3792672318738393e-06,2.9809009130655227e-09
2.6397684523898775e-07,0.04836553141748826,0.00010342583890007955,0.938,0.0,0.0,0.030552139281873236,0.009124529437089197,0.04994571835930056,9.652084715715959e-20,3.675719193471696e-39,0.001989450833673641,-2.1835368030726044e-37,1.2238271843155664e-49,1.819501898661477e-06,8.097326143459931e-24,0.0018033999932107292,1.289589383540593e-10,3.2714116840232043e-09,9.25571183632612e-06,1.2922393955791056e-06,1.0861245483784313e-09,-1.2869350546535645e-39,4.330024349517018e-36,5.4815661908124655e-15,1.3919750579254902e-06,3.007864229240628e-09
2.6505313510881504e-07,0.04836553141748826,0.00010366343779328701,0.938,0.0,0.0,0.030545350317291116,0.009121316973615949,0.04994558698436297,9.995034681921146e-20,3.7437038765065604e-39,0.001989455796940907,1.1320667193352483e-37,1.2460321753794857e-49,1.819092781992256e-06,8.221962017614767e-24,0.0018099567111876517,1.305999713163575e-10,3.2644355189773676e-09,9.251153394232595e-06,1.2918279027784915e-06,1.0911508060625607e-09,3.037352151864209e-39,3.58315111856627e-36,5.6495963553130366e-15,1.4047378234874278e-06,3.034936324476155e-09
2.661294249786423e-07,0.04836553141748826,0.00010390019822112303,0.938,0.0,0.0,0.030538567657043023,0.00911810706741238,0.049945455970799205,1.034843809544423e-19,3.8075657956310086e-39,0.0019894607502721423,3.810358932523234e-37,1.2665249340277962e-49,1.8186840561102399e-06,8.347922251764037e-24,0.0018165079528120226,1.3225317130262365e-10,3.2575079446735376e-09,9.246609903531341e-06,1.2914113957063122e-06,1.0961637991605712e-09,1.695740495653151e-39,3.386589178184403e-36,5.8219051905111945e-15,1.4175554222068843e-06,3.062116903262373e-09
2.672057148484696e-07,0.04836553141748826,0.00010413612409683561,0.938,0.0,0.0,0.030531791288315693,0.009114899714934984,0.049945325316811534,1.0712559269246946e-19,3.867330094734728e-39,0.0019894656936517456,-1.7009954671853265e-37,1.2853182460639924e-49,1.8182757201748916e-06,8.475213848193606e-24,0.0018230537269699422,1.3391854955106377e-10,3.2506284165904603e-09,9.242081278271078e-06,1.290989975942867e-06,1.101163488157461e-09,-2.9911820534040685e-39,4.477341957394754e-36,5.998578444599141e-15,1.4304277473518537e-06,3.0894056695462103e-09
2.682820047182969e-07,0.04836553141748826,0.00010437121930775953,0.938,0.0,0.0,0.030525021198350984,0.009111694912648002,0.04994519502061471,1.1087667762040238e-19,3.932764284876499e-39,0.001989470627065409,-3.079031654809804e-37,1.3062827674528735e-49,1.8178677733495418e-06,8.603843793098986e-24,0.001829594042519574,1.355961169480332e-10,3.243796398654389e-09,9.23756743295883e-06,1.2905637433160247e-06,1.1061498348926714e-09,1.7674229633171736e-39,4.676477899458708e-36,6.17970308258352e-15,1.4433546918190718e-06,3.116802326749253e-09
2.693582945881242e-07,0.04836553141748826,0.00010460548771553127,0.938,0.0,0.0,0.030518257374445492,0.009108492657023386,0.049945065080435794,1.1474038451688037e-19,4.0039004799551875e-39,0.0019894755505000822,2.8921875707472853e-37,1.329428943594348e-49,1.8174602148013224e-06,8.733819056348415e-24,0.0018361289082912998,1.372858840305261e-10,3.2370113630780884e-09,9.23306828256238e-06,1.2901327959328459e-06,1.1111228025396027e-09,1.0370281401345056e-39,3.6992227596610964e-36,6.365367295238436e-15,1.4563361481418282e-06,3.1443065777853434e-09
2.7043458445795146e-07,0.04836553141748826,0.00010483893315630238,0.938,0.0,0.0,0.030511499803950137,0.009105292944540773,0.049944935494514134,1.187195160887328e-19,4.070582352592218e-39,0.0019894804639439432,2.358366117429147e-37,1.3507290267374668e-49,1.817053043701052e-06,8.865146591328877e-24,0.001842658333087874,1.38987860988661e-10,3.230272790202101e-09,9.228583742512641e-06,1.2896972302108327e-06,1.1160823555852886e-09,-4.767090839560779e-39,3.882365941835594e-36,6.555660508040535e-15,1.4693720084977246e-06,3.17191812507803e-09
2.7151087432777874e-07,0.04836553141748826,0.0001050715594409508,0.938,0.0,0.0,0.030504748474269757,0.009102095771687456,0.04994480626110116,1.2281692971474017e-19,4.134771350403914e-39,0.0019894853673863614,-3.911935798808758e-37,1.3709599314961647e-49,1.816646259223318e-06,8.997833334846362e-24,0.0018491823256845744,1.407020576681634e-10,3.2235801683240554e-09,9.224113728705696e-06,1.2892571409084245e-06,1.1210284598104875e-09,5.105109922514352e-39,4.913015349607699e-36,6.750673390063466e-15,1.4824621647162851e-06,3.1996366705776717e-09
2.7258716419760603e-07,0.04836553141748826,0.00010530337035529087,0.938,0.0,0.0,0.030498003372862754,0.00909890113495836,0.04994467737846043,1.2703553819240094e-19,4.2055522814031766e-39,0.001989490260817868,-1.5550001394275018e-37,1.3937221108092126e-49,1.8162398605465148e-06,9.131886206876805e-24,0.0018557008948293548,1.4242848357284398e-10,3.2169329935473647e-09,9.219658157504786e-06,1.2888126211550528e-06,1.1259610822699457e-09,2.9729519336101076e-39,4.554964030268414e-36,6.950497862850802e-15,1.4956065082865074e-06,3.2274619157783917e-09
2.736634540674333e-07,0.04836553141748826,0.00010553436966028084,0.938,0.0,0.0,0.03049126448724065,0.009095709030856014,0.04994454884486739,1.3137831049169432e-19,4.2782268565107863e-39,0.0019894951442301226,5.2493626557179685e-37,1.41715328940923e-49,1.8158338468526026e-06,9.267312110342285e-24,0.0018622140492429947,1.4416714786707338e-10,3.210330769647931e-09,9.21521694574193e-06,1.288363762480531e-06,1.130880191273069e-09,-1.3384883242040503e-38,3.7023209978496205e-36,7.15522710924711e-15,1.508804930364272e-06,3.255393561734686e-09
2.747397439372606e-07,0.04836553141748826,0.00010576456109222907,0.938,0.0,0.0,0.030484531804967747,0.009092519455890525,0.0499444206586094,1.3584827251232237e-19,4.34626474974219e-39,0.0019895000176158853,2.4013428490367454e-38,1.438663500286987e-49,1.815428217327116e-06,9.404117931098798e-24,0.001868721797619249,1.4591805937825188e-10,3.203773007904955e-09,9.210790010719479e-06,1.2879106548439403e-06,1.135785756364786e-09,8.424768054778657e-39,4.4956591339268396e-36,7.364955582203493e-15,1.5220573217796823e-06,3.283431309077858e-09
2.758160338070879e-07,0.04836553141748826,0.00010599394836299819,0.938,0.0,0.0,0.03047780531366073,0.009089332406579546,0.04994429281798555,1.404485078475811e-19,4.416451457192103e-39,0.001989504880968987,-7.345632664231115e-37,1.4609410274206489e-49,1.8150229711594506e-06,9.542310537754536e-24,0.0018752241486249966,1.4768122659927521e-10,3.197259226944382e-09,9.206377270211492e-06,1.287453386661784e-06,1.1406777483067947e-09,1.5414815457444552e-38,5.3976919342198614e-36,7.579779013541435e-15,1.535363573044272e-06,3.3115748580321374e-09
2.7689232367691516e-07,0.04836553141748826,0.00010622253516020767,0.938,0.0,0.0,0.030471085000988288,0.009086147879448263,0.049944165321306626,1.4518215855139353e-19,4.4919177381900305e-39,0.0019895097342842974,-2.3170728120848164e-37,1.4852250786831343e-49,1.8146181075425186e-06,9.681896781291439e-24,0.0018817211109003857,1.4945665769099587e-10,3.190788952650506e-09,9.201978642464852e-06,1.2869920448358683e-06,1.1455561390589754e-09,-4.503922334404455e-39,4.642682894200032e-36,7.799794422692202e-15,1.5487235743581542e-06,3.339823908430646e-09
2.778609845597597e-07,0.04836553141748826,0.00010642758190124244,0.938,0.0,0.0,0.030465041992165418,0.009083283958627852,0.049944050866981664,1.4955915895321487e-19,4.5579864890990986e-39,0.001989514093682344,2.3573861435487727e-37,1.5062739417626627e-49,1.8142540567038424e-06,9.80872160821582e-24,0.0018875637767034388,1.5106503776230186e-10,3.1850025178264577e-09,9.198031876716679e-06,1.2865734248523096e-06,1.149935039494631e-09,3.135649458273609e-39,4.21068957959033e-36,8.002328662987962e-15,1.5607934408377733e-06,3.3653380091333942e-09
2.787327793543198e-07,0.04836553141748826,0.00010661157433172179,0.938,0.0,0.0,0.030459607547363265,0.009080708172138704,0.049943948094121886,1.5359503486577387e-19,4.615493528079477e-39,0.0019895180101841244,-7.574184920615758e-38,1.5243841585001458e-49,1.813926674845767e-06,9.923837955767896e-24,0.0018928184551016448,1.5252108313283121e-10,3.179824255975899e-09,9.194489456333931e-06,1.2861939554809767e-06,1.1538665962343064e-09,5.2205607333200504e-39,4.82342362535954e-36,8.188333223717619e-15,1.5716934025102178e-06,3.3883733753703132e-09
2.7960457414887987e-07,0.04836553141748826,0.00010679504804971618,0.938,0.0,0.0,0.030454177134606422,0.009078134034297861,0.04994384554395863,1.5772422695332965e-19,4.675166451913476e-39,0.0019895219200942622,-7.487499035644464e-38,1.5432967527803455e-49,1.8135995425558215e-06,1.0039880791853637e-23,0.0018980696132294026,1.5398518826279026e-10,3.1746737188217252e-09,9.190956151529593e-06,1.2858119630761344e-06,1.1577891832140926e-09,-2.856302313425414e-38,5.006074539518457e-36,8.377921011618732e-15,1.5826284333767346e-06,3.411477426195592e-09
2.8047636894343995e-07,0.04836553141748826,0.00010697800496928043,0.938,0.0,0.0,0.0304487507474398,0.009075561543273002,0.049943743215616225,1.6194852077433521e-19,4.73737279527194e-39,0.00198952582341191,2.078879264377352e-37,1.563155975692115e-49,1.8132726594117462e-06,1.0156853723118221e-23,0.0019033172556277304,1.5545735686209508e-10,3.169550667680656e-09,9.18743191976884e-06,1.2854274910288265e-06,1.1617027877548582e-09,-3.3690791510289576e-39,4.6468275588974516e-36,8.571146098707974e-15,1.593598474517478e-06,3.434650001405069e-09
2.8134816373800003e-07,0.04836553141748826,0.00010716044699441784,0.938,0.0,0.0,0.030443328379429962,0.009072990697234995,0.04994364110822376,1.662697285740984e-19,4.800350562976795e-39,0.001989529720136617,-5.8397566785022925e-37,1.5832608344259672e-49,1.8129460249928343e-06,1.027476034847632e-23,0.0019085613868264231,1.5693759250248912e-10,3.1644548667048708e-09,9.183916718721766e-06,1.2850405821292035e-06,1.1656073976586742e-09,7.576442899135847e-38,5.261050914719292e-36,8.768063128070902e-15,1.604603466891893e-06,3.4578909406559393e-09
2.822199585325601e-07,0.04836553141748826,0.00010734237601914758,0.938,0.0,0.0,0.03043791002416501,0.009070421494357887,0.0499435392209152,1.7068968956079036e-19,4.86481205142899e-39,0.0019895336102683184,-6.961119483637418e-37,1.6038909671262385e-49,1.8126196388802516e-06,1.0393604259030794e-23,0.001913802011344098,1.5842589861839305e-10,3.1593860828696307e-09,9.180410506263548e-06,1.2846512785753237e-06,1.1695030012028048e-09,-6.535468865954069e-39,5.265675796488043e-36,8.96872731684627e-15,1.6156433513410452e-06,3.4812000834719114e-09
2.830917533271202e-07,0.04836553141748826,0.00010752379392757138,0.938,0.0,0.0,0.03043249567525448,0.009067853932818901,0.04994343755282924,1.7521027018508737e-19,4.9280222064872414e-39,0.0019895374938073266,3.661510238492559e-37,1.6239645665263594e-49,1.8122935006561747e-06,1.0513389037830932e-23,0.001919039133688247,1.5992227850775e-10,3.1543440859232134e-09,9.176913240474462e-06,1.2842596219816082e-06,1.1733895871338773e-09,-2.5662557147489297e-38,4.2384519765147354e-36,9.17319445918215e-15,1.6267180685898824e-06,3.5045772692482247e-09
2.8396354812168027e-07,0.04836553141748826,0.00010770470259393908,0.938,0.0,0.0,0.030427085326329196,0.009065288010798414,0.04994333610310938,1.798333644214572e-19,4.9942603643865264e-39,0.0019895413707543244,-1.4603940078605316e-36,1.645173654358121e-49,1.811967609903997e-06,1.0634118259932238e-23,0.001924272758355284,1.6142673533286967e-10,3.1493286483229623e-09,9.17342487963991e-06,1.2838656533871956e-06,1.1772671446621437e-09,2.257080704839298e-37,5.5907331022711856e-36,9.381520929177945e-15,1.6378275592494609e-06,3.528022337256579e-09
2.8483534291624035e-07,0.04836553141748826,0.00010788510388271522,0.938,0.0,0.0,0.030421678971041147,0.009062723726479958,0.04994323487090379,1.8456089404773806e-19,5.064654644283877e-39,0.001989545241110357,-2.109914840774082e-36,1.6679621315916972e-49,1.8116419662097011e-06,1.07557954926443e-23,0.0019295028898305927,1.6293927212127316e-10,3.1443395452118367e-09,9.169945382250434e-06,1.2834694132643562e-06,1.181135663455648e-09,6.541517473631964e-39,5.8749168151924325e-36,9.593763683839635e-15,1.6489717638192127e-06,3.5515351266501447e-09
2.8570713771080043e-07,0.04836553141748826,0.00010806499964864415,0.938,0.0,0.0,0.030416276603063386,0.009060161078050218,0.049943133855365314,1.8939480892771526e-19,5.12191088461105e-39,0.0019895491048768205,6.513575789648246e-36,1.6854909307675106e-49,1.811316569160359e-06,1.087842429511159e-23,0.0019347295325885768,1.6445989176653474e-10,3.1393765543949517e-09,9.166474707001708e-06,1.2830709415267062e-06,1.1849951336345489e-09,-5.561352267217971e-37,-1.2096274567246181e-36,9.809980266009445e-15,1.6601506226891539e-06,3.57511547646844e-09
2.865789325053605e-07,0.04836553141748826,0.00010824439173681549,0.938,0.0,0.0,0.030410878216089895,0.009057600063699002,0.04994303305565153,1.9433708729422858e-19,5.1567472014363905e-39,0.0019895529620554595,6.130036991402555e-36,1.6941075141546347e-49,1.810991418342297e-06,1.1002008217894711e-23,0.0019399526910927071,1.6598859702912296e-10,3.134439456262743e-09,9.163012812794466e-06,1.2826702775373108e-06,1.1888455457654692e-09,7.126938191859037e-38,1.8826571995872712e-36,1.0030228807292154e-14,1.6713640761420819e-06,3.5987632256421844e-09
2.873635478204646e-07,0.04836553141748826,0.00010840541548892365,0.938,0.0,0.0,0.030406023066377234,0.009055296546426452,0.04994294251974665,1.9887944670166527e-19,5.2152338766698695e-39,0.0019895564278853556,-1.3352569858061647e-36,1.712572577535253e-49,1.810698992795503e-06,1.1114053304740995e-23,0.0019446505583896657,1.6737134714319292e-10,3.1300180267497448e-09,9.159904581995025e-06,1.28230783766771e-06,1.1923031646110436e-09,-5.0963578479605295e-39,9.625532879859167e-36,1.0231948341994307e-14,1.6814857131771903e-06,3.6201036931397427e-09
2.881481631355687e-07,0.04836553141748826,0.00010856603408040225,0.938,0.0,0.0,0.030401171131619147,0.009052994349978563,0.04994285215737344,2.0351268879798182e-19,5.307155028095281e-39,0.00198955988838254,-2.1326866978386392e-36,1.7442136399620857e-49,1.8104067660669442e-06,1.1226877486196279e-23,0.0019493456102861635,1.6876065056272877e-10,3.1256172380091036e-09,9.156803401042003e-06,1.2819436814547783e-06,1.195753432894724e-09,-3.728832548181483e-39,7.224795292298678e-36,1.0437024542709966e-14,1.6916352796879631e-06,3.6414985060016394e-09
2.8893277845067277e-07,0.04836553141748826,0.00010872624883651615,0.938,0.0,0.0,0.030396322407261554,0.009050693473042196,0.0499427619679273,2.0823831579850177e-19,5.38308899619635e-39,0.0019895633435489685,8.056909435034958e-37,1.769444061438616e-49,1.8101147378586805e-06,1.1340483333737537e-23,0.001954037850013545,1.7015650902689454e-10,3.121236935204899e-09,9.153709240399516e-06,1.2815778364813432e-06,1.1991963446454455e-09,-1.9556914209915593e-38,2.7739825400155816e-36,1.0645501022142207e-14,1.7018127319262797e-06,3.662947546600993e-09
2.8971739376577686e-07,0.04836553141748826,0.00010888606107635445,0.938,0.0,0.0,0.030391476888763796,0.009048393914306245,0.04994267195080661,2.1305784924773145e-19,5.4268923946579834e-39,0.0019895667933868062,1.1629319353643589e-36,1.7818906905680813e-49,1.8098229078743269e-06,1.1454873413507556e-23,0.0019587272807961007,1.715589241896068e-10,3.1168769651171306e-09,9.150622070665852e-06,1.2812103299883293e-06,1.202631894171501e-09,2.816730118217765e-38,4.109785384883143e-36,1.0857421786484838e-14,1.71201802607897e-06,3.684450697251191e-09
2.9050200908088095e-07,0.04836553141748826,0.00010904547211286731,0.938,0.0,0.0,0.03038663457159861,0.009046095672461623,0.049942582105412685,2.1797283019088113e-19,5.4763498202968706e-39,0.0019895702378984227,-6.492086740890137e-37,1.7965402914709045e-49,1.8095312758187756e-06,1.1570050286320137e-23,0.001963413905851092,1.7296789762002563e-10,3.112537176118188e-09,9.147541862573341e-06,1.2808411888791658e-06,1.206060076057422e-09,-1.394034446303913e-38,7.193012778825604e-36,1.1072831237111384e-14,1.7222511182690362e-06,3.706007840208571e-09
